sk_regiao,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,vl_latitude,vl_longitude
"J1X>9'PAEV&DI91<&*N"",)",AVENIDA PEDRO PINTO DE SOUZA,108,99700096,CENTRO,ERECHIM,RS,"-27,6365829","-52,2744942"
"F""^T)-HPV5<A=CT1L_F%$.",ALAMEDA G,162,91220580,NOVA RESTINGA,PORTO ALEGRE,RS,"-30,0928313","-51,2441011"
"IAU.='(.=[$)I\('B+F]O-",AVENIDA GERMANO HOFFMANN,199,99700036,CENTRO,ERECHIM,RS,"-27,6298583","-52,2790545"
A!JFC*VGY:F9YL5YZ2795*,RUA SILVA VASCONCELLOS,362,28970000,CENTRO,ARARUAMA,RJ,"-22,8636192","-42,3336313"
"BJC*)U]S,DFPKU-4^^MQE'",RUA JOAO ANTONIO OLIVEIRA,50,06900000,VALFLOR,EMBU GUACU,SP,"-23,7535997","-46,8003458"
"DUF^#=Z9Z'M<S3ZJP-$X2(",AVENIDA FEIRA DE SANTANA,150,12238000,JARDIM VALE DO SOL,SAO JOSE DOS CAMPOS,SP,"-23,256287","-45,9118653"
D35X:$[HZ!D[[_?CIOB-+),RUA ABOLICAO,1028,13466280,VILA SANTA CATARINA,AMERICANA,SP,"-22,7513369","-47,3316866"
"LW.$*UA`K<+7DGR_'52HW/",RUA DOUTOR SHIGEO MORI,1390,13024500,BARAO GERALDO,CAMPINAS,SP,"-22,8218421","-47,0721005"
D58N%(VC/6C`O0;4#N#3T0,RUA CORONEL VIDAL,88,36080080,MARIANO PROCOPIO,JUIZ DE FORA,MG,"-21,7466113","-43,3639082"
"A[93U7DZ9AMM2TOOP]=""#)",TRAVESSA LUIZ SOBRAL,1123,26216111,CENTRO,NOVA IGUACU,RJ,"-22,7492042","-43,4397718"
"P7&<V-]NKE+2\)72N,#=(%",LOCALIDADE CORREGO DO PRATA,SN,17800000,CORREGO DO PRATA,ADAMANTINA,SP,"-21,6824831","-51,0741711"
"K-WHA+6$D%18&4&\4^U@`'",RUA TOMAZ FONSECA,833,26262020,COMENDADOR SOARES,NOVA IGUACU,RJ,"-22,7375023","-43,4849393"
IVZ*)EN]G_JA8`Q$306TT#,RUA FRANCISCO SALES,116,37550000,CENTRO,POUSO ALEGRE,MG,"-22,229838","-45,9386684"
"OPIN';,H')<UWC4TI1,4A+",RUA PRUDENTE DE MORAIS,901,13400315,CENTRO,PIRACICABA,SP,"-22,7241818","-47,6468426"
"FK9<&`QT'>V9QLN`E[%!Z$",RUA SAMPAIO VIDAL,93,13070090,JARDIM CHAPADAO,CAMPINAS,SP,"-22,8867261","-47,0800755"
"IM9A:E>LE1^K^U!.T.A,_+",RUA DRAGOES DA INDEPENDENC,281,08210040,VILA GUSTAVO,SAO PAULO,SP,"-23,4785556","-46,5967907"
MJ`MURA.MJ8/)%S^(;O;)#,RUA LUIZ DE VASCONCELOS,197,09960250,VILA NOGUEIRA,DIADEMA,SP,"-23,6936946","-46,5957633"
IJ->4(21SZ:W:GF5*O62]/,RUA JOAO CORDEIRO,967,03435000,VILA CARRAO,SAO PAULO,SP,"-23,5544169","-46,5293767"
I2NFS>O1EFOKKMA]:;1)((,RUA VILHENA DE MORAES,380,22640000,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,"-22,9976251","-43,3755839"
CB.\LU8BMXEORV0E@ATR.!,VILA CINCO DA BOA VISTA,SN,95186000,QUINTO DISTRITO,CARLOS BARBOSA,RS,"-29,2950409","-51,5008921"
"L8Q2XZ<U9L7W`=*^'=TA+)",RUA JOSE GETULIO,547,01509001,LIBERDADE,SAO PAULO,SP,"-23,569844","-46,6333122"
"B3##4:?7'ETQ`R+H+Y)480",RUA FREI H DE COIMBRA,766,81630220,VILA HAUER,CURITIBA,PR,"-25,4790904","-49,2495992"
"O45'K7PD]:H%%-34%CK'U&",AVENIDA SOROCABA,591,18044390,JARDIM DAS MAGNOLIAS,SOROCABA,SP,"-23,5151496","-47,4822957"
"B=26C/UP6-""^$[K""&GK8F!",RUA BENJAMIN C MARGARIDA,96,89041490,VELHA,BLUMENAU,SC,"-26,9126258","-49,1171157"
"K,U7CUS>#*3A#0)KD>*&1.",AVENIDA GETULIO VARGAS,SN,85585000,CENTRO,VERE,PR,"-25,8809275","-52,9081285"
I9N0H7L=+V9II-HEV0V4\&,RUA CIDADE DE SAO SEBASTIAO,230,09770550,NOVA PETROPOLIS,SAO BERNARDO DO CAMPO,SP,"-23,710495","-46,5393111"
B<Z1R?(%;\YXB*76%%6O_-,AVENIDA JOSE BENTO RIB DANTAS,534,28905090,ARMACAO DOS BUZIOS,CABO FRIO,RJ,"-22,8760986","-42,0357349"
C:P]@N[B<2(-;#4R^[M2?&,RUA ANTONIO FALABELA,146,31360200,SANTA TEREZINHA,BELO HORIZONTE,MG,"-19,8764889","-44,0107216"
"H0\1>RN<$+XOK(#3?+1]S'",RUA ANTONIO DE O PORTES,271,12510470,POTIM,GUARATINGUETA,SP,"-22,8399228","-45,254401"
I5G3?\/RL@)=E+RSGG7A\%,RUA ARATANJI,213,02613070,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,"-23,4739836","-46,6613101"
"I?'%1G)?>)@H]:U3!Q#6A*",LOTEAMENTO PRIMAVERA,SN,78655000,ZONA RURAL,PORTO ALEGRE DO NORTE,MT,"-10,88536","-51,638892"
"O9'W\P:AV#""]?>B2H<`D]%",AVENIDA CONTORNO DA MATO GROSSO,45A,75045190,JUNDIAI,ANAPOLIS,GO,"-16,328546","-48,953403"
"AO,P""G2?FA\E@?>""1T3!S!",RUA 1136,491,74180150,MARISTA,GOIANIA,GO,"-16,6985314","-49,2559653"
"G^Y1O121A43247,_6Z8ZA-",AVENIDA JEQUITAIA,2079,40460120,AGUA DE MENINOS,SALVADOR,BA,"-12,9583736","-38,5027362"
"H)5EHL&Y&HAT7;J8T,AXZ%",RUA TUIUTI,2420,97050420,CENTRO,SANTA MARIA,RS,"-29,6860406","-53,8019467"
"D?]_I''17*0PXD\>F]$)A$",RUA BECO DOS AMIGOS,23,91770300,SERRARIA,PORTO ALEGRE,RS,"-30,16273","-51,2284152"
"IO[.&DL=,9-6`^OZJ2Y0%#",VILA MORRO AZUL,SN,95560000,QUARTO DISTRITO,TORRES,RS,"-29,3344108","-49,723909"
"F[%7DPW3O`3/""SUR@Z^V$/",ESTRADA FEDERAL BR,116,95000000,BELA VISTA,CAXIAS DO SUL,RS,"-18,6759421","-41,9888198"
"JP^0M>#*""`UTX%'EH'SKD'",LOCALIDADE BARREIROS,SN,89610000,SEDE,HERVAL D OESTE,SC,"-27,2006894","-51,4099625"
"I.7@W/$U@$""<09T]VBG]]/",ESTRADA RS 30,227,95520972,LARANJEIRAS DISTRITO,OSORIO,RS,"-29,9034836","-50,2728046"
"K$G0K>O4)R9E7P8SY<S47""",RUA AGUAS BRANCAS,256,94070130,BOM PRINCIPIO,GRAVATAI,RS,"-29,9341421","-51,0726757"
LGHNNA0\0JC(=!5<E]O(Y*,RUA BARAO DO CAMBAY,505,97300000,SEDE,SAO GABRIEL,RS,"-30,3387949","-54,3237449"
"DU3,P$4K%]V#'LV.P""V%B)",ESTRADA GERAL,0,88820000,LAGOA DOS ESTEVES,ICARA,SC,"-28,7139392","-49,3019108"
LD0.4A_X?C?*IF46Q4\BU(,RUA CHICO CORREA,321,97560000,0,QUARAI,RS,"-30,3891141","-56,455346"
"O;>P<)S6Z@F+RF'J6.+],""",RUA SENADOR PINHEIRO MACHADO,803,96810136,CENTRO,SANTA CRUZ DO SUL,RS,"-29,7213634","-52,4300137"
HM<Q86(W0&%/?9.!IX6*`.,RUA JOSE DUARTE DE PAIVA,534,35700059,CENTRO,SETE LAGOAS,MG,"-19,4560781","-44,2520589"
"KQ.'-)3^-_EDP0QV""2CXD#",AVENIDA JACINTO SA,830,19904565,VILA PERINO,OURINHOS,SP,"-22,9746392","-49,86482"
"JK+G##..RMRQXN!WR:!&.,",RUA PROFESSOR GILCEU MACHADO,44,29300000,AMARAL,CACHOEIRO DE ITAPEMIRIM,ES,"-20,8573175","-41,1079944"
"GTHY\!%41@P'2YH,.(_WL.",RUA JASMIM,156,39401028,SAGRADA FAMILIA,MONTES CLAROS,MG,"-16,7368647","-43,8652467"
"P,^*5F\$^BEO],H*:56/#/",RUA CORONEL ANTONIO A PEREIRA,545,38401730,CENTRO,UBERLANDIA,MG,"-18,9171324","-48,2741864"
"P)EI#*3L@\AOKJ['L/^W_/",RUA DO ARROZ,90,21011070,PENHA CIRCULAR,RIO DE JANEIRO,RJ,"-22,8184555","-43,2796098"
N%<=:%(?@$&=YE20W**E](,AVENIDA PAULINO FERNANDES,SN,25880000,JAMAPARA,SAPUCAIA,RJ,"-21,9912994","-42,9075598"
IC?3G\=KJ*GLR*O2&`Q$1#,RUA VARZEA ALEGRE,SN,29650000,ALTO SANTA MARIA,SANTA TERESA,ES,"-19,9368278","-40,5983289"
"H89D0M7H=J\.)7""-HPN))""",RUA DO PASSEIO,70,20021290,CENTRO,RIO DE JANEIRO,RJ,"-22,9130672","-43,1774784"
FEF1+;<`CFR:DEQY]%G(X#,RUA INHAMBU,902,04520912,INDIANOPOLIS,SAO PAULO,SP,"-23,6023785","-46,6696228"
"MZ6A78""N$D?*<O<-5>IRU.",AVENIDA PEDRO LESSA,905,11025001,PONTA DA PRAIA,SANTOS,SP,"-23,9762005","-46,3019789"
"A7+<"":P'ECMH_R/ST""3`5(",RUA COM AFONSO KHERLAKIAN,79,08210040,SE,SAO PAULO,SP,"-23,5411054","-46,6314614"
"KQ1?=D<O`5,(//#7\\M>$,",RUA 31 DE MARCO,64,29700778,SANTO ANTONIO,COLATINA,ES,"-19,5180946","-40,6542834"
F&HZ^0`ZD2SRZ\V[P`:6/.,RUA NOVA YORK,90,27211440,SANTO AGOSTINHO,VOLTA REDONDA,RJ,"-22,4853005","-44,0813382"
"PB^$.WE:\'=ZN]!0V<`S2$",RUA PRINC DAS ASTURIAS,121,04331100,VILA CAMPESTRE,SAO PAULO,SP,"-23,658744","-46,6510791"
"NOH$AFEA?""+=0B1`Z5C)[)",AVENIDA PEDRO BUENO,319,04342010,JABAQUARA,SAO PAULO,SP,"-23,6341872","-46,6472135"
L%F59/+TFPJ`%?V3+<;Y@),RUA RODOLFO NOVAES,1,45280000,CENTRO,IGUAI,BA,"-14,7532122","-40,0897858"
A=U.4<U3.C4$(!)1WCFL%!,AVENIDA CARMINDO DE CAMPOS,1950,78070100,JARDIM PAULISTA,CUIABA,MT,"-15,6203842","-56,0857739"
"D-K!O(+$-_""3+""1#G,CGT!",RUA GUILHERME MARCONI,611,18500000,CENTRO,LARANJAL PAULISTA,SP,"-23,0561417","-47,8349201"
BCHD0^;];#>`2F/I7D1U].,RUA MATO GROSSO D,1085,89802271,JARDIM ITALIA,CHAPECO,SC,"-27,1062354","-52,620441"
I`M$]9=.[:D^?SUM[8S3U/,RUA PIAUI,200,30150320,SANTA EFIGENIA,BELO HORIZONTE,MG,"-19,9233112","-43,9245826"
"J5!`6,*2BVC%S;,5R:<*<+",RUA IMPERIAL,250,03737010,VILA BUENOS AIRES,SAO PAULO,SP,"-23,5075582","-46,5118066"
L6:$4MI8M9$0(8*VM#`:U/,LOCALIDADE CALCADAO S M CARVALHO,35,37564000,CENTRO,BORDA DA MATA,MG,"-22,2691578","-46,1640692"
"K;H1C')HZ<*X-P`ZLZ_XG0",AVENIDA BRASIL,1350,86870000,CENTRO,IVAIPORA,PR,"-24,236505","-51,6683809"
GI<XYXBXY^YDQA]R%1B*2-,AVENIDA MANOEL RIBAS,324,84290000,CENTRO,SAPOPEMA,PR,"-23,9105966","-50,5802112"
"O^5S6P0KWBJ$2YGT#/_""3+",AVENIDA SILVIO AVIDOS,1816,29703100,SAO SILVANO,COLATINA,ES,"-19,5188333","-40,6446916"
OO0H:I`H\N(YIO>Y1[S.N%,RUA JOAO ADOLFO,1514,18200353,CENTRO,ITAPETININGA,SP,"-23,5801027","-48,0325621"
PZ_`9;9+)^/O$X>D!4*9R(,RUA CARLOS DE LAET,1665,81610050,HAUER,CURITIBA,PR,"-25,477975","-49,2449071"
"E;,<6HN[!AD3XGZIG6R%S-",RUA FRANCISCO REBELO,506,03212000,VILA CALIFORNIA,SAO PAULO,SP,"-23,6041129","-46,5611618"
"FJF1+E(8LRT4V$P9G:E+'$",RUA IVO VARELA,130,89200000,BOA VISTA,JOINVILLE,SC,"-26,3103855","-48,8277554"
"F%0""NIMP&8NII&GC8;C_V)",RUA COMENDADOR ARAUJO,143,80420900,0,CURITIBA,PR,"-25,4348457","-49,2772171"
"G.,P)X23AS""C0I%SWV(VY""",RUA CAPITAO MARTINHO,227,36544000,CENTRO,PAULA CANDIDO,MG,"-20,8742187","-42,973026"
GV;;!9U:9E)38NT1J[2!H(,RUA CAIENA,99,86030495,JARDIM GUANABARA,LONDRINA,PR,"-23,3044524","-51,1695824"
"J!V__:""E]""//E@E'""BS-[""",RUA PRINCIPAL,SN,84381970,BAIRRO DOS FRANCA,ORTIGUEIRA,PR,"-24,2066425","-50,924438"
"NN-""P4A^<!WG?1G%(Z6#[(",RUA DO COMERCIO,0,89888000,CENTRO,CAIBI,SC,"-27,0738808","-53,2493006"
"L0]F[@N*Z2ED-8""'U(R8O$",SITIO CACHOEIRINHA,SN,35365000,ZONA RURAL,ABRE CAMPO,MG,"-20,3001336","-42,4747054"
"HSJGX'32FWG,E7YN_(GLN)",AVENIDA DOUTOR LUIS ARROBAS MARTINS,6,04781000,CAPELA DO SOCORRO,SAO PAULO,SP,"-23,6872868","-46,7022899"
AA+#1C4GLXMGIO&%9(;S.),RUA PARANA,24,17690000,JARDIM BRASILIA,BASTOS,SP,"-21,925107","-50,7406812"
"E9\3N;5APYK:4[Z='*80--",RUA BAR DE ITAPETININGA,255,08210040,CENTRO,SAO PAULO,SP,"-23,5443651","-46,6414802"
A$;RZ=T@7WO)#&)L7!>XN+,RUA ULHOA CINTRA,600,13800002,CENTRO,MOGI MIRIM,SP,"-22,4334658","-46,9566083"
"J('CHLVF])[;VH1^H>D51*",RUA PINDUCA SOARES,207,18150000,CENTRO,IBIUNA,SP,"-23,6563725","-47,2200581"
J%.NQCZ7$X2=3[IL?1>G>%,AVENIDA INDIANOPOLIS,2456,04062002,INDIANOPOLIS,SAO PAULO,SP,"-23,6194969","-46,6480953"
"K,@$8GR;^$EYP%Z!R*TQM/",RUA ARTUR AQUILES,66,58013140,CENTRO,JOAO PESSOA,PB,"-7,1191776","-34,8826593"
J4H%9SB$)-H&RYG&JB)&&+,RUA CABO JOAO ROMEU TEIXEIRA,310,09380170,CAPUAVA,MAUA,SP,"-23,6528133","-46,4923353"
"O$K\QS=5UA_!$]!>D)26C'",RUA VALDER XAVIER DE LIMA,29,40301155,ITAPOA,SALVADOR,BA,"-12,9730401","-38,502304"
KD^C&!S+:P;B0=?S#;6YP.,RUA FREI ORLANDO,235,60425290,BOM FUTURO,FORTALEZA,CE,"-3,7561267","-38,546957"
"OS*^]&2,[\0Z/1O!Y7-AO*",RUA PAULA FRASSINETTI,134,20261170,RIO COMPRIDO,RIO DE JANEIRO,RJ,"-22,9260092","-43,2123842"
"O.X\V[\78O4JI1S8'(#H`#",PRACA JOAO MONEYOUR,88,06653230,DOS ABREUS,ITAPEVI,SP,"-23,547471","-46,9275157"
"LYP[0-W,'(03>%Y,<=!E"".",AVENIDA PRESIDENTE ROOSEVELT,867,17900970,CENTRO,DRACENA,SP,"-21,488013","-51,5363783"
"M0@ZOA<C8!7!=,%JEK#3[0",AVENIDA PROGRESSO,SN,89888000,CENTRO,CAIBI,SC,"-27,0740008","-53,2500625"
"E4T]^&0%8#7,QW?J!9Y]-&",RUA JERONIMO COELHO,305,88010030,CENTRO,FLORIANOPOLIS,SC,"-27,594979","-48,551728"
"DV10AG::Q7_D[T)2!""6T&)",RUA CORONEL JOSE VITORIANO VILLAS BOAS,1112,18607710,VILA PADOVAN,BOTUCATU,SP,"-22,8841808","-48,4441654"
DD?\_=C9D-!:<D;15%K.60,RUA ANTONIO FABIANO,112,35660326,SANTOS DUMONT,PARA DE MINAS,MG,"-19,8406703","-44,6070529"
L7#@YN7L.)H(B>K;\K62A$,RUA DA LINHA,SN,57770000,CENTRO,CAJUEIRO,AL,"-9,3791223","-36,1597342"
"NV)3;ONO%*RX:V]B`*Y.!'",RUA JOSE DO PATROCINIO,405,18720000,CENTRO,PARANAPANEMA,SP,"-23,3870414","-48,7262178"
"NSIBX%]%:(IQK>-$Z$,R2%",RUA JOAO BIAGIONI PIO,168,18590000,CENTRO,BOFETE,SP,"-23,1012119","-48,2616994"
F+/)KWD:/HU?+/(@&VCCZ0,RUA JOSE BONIFACIO,147,77600000,CENTRO,PARAISO DO TOCANTINS,TO,"-10,1777477","-48,8809067"
"K.%Y\T=+A?&5Q>P@GB'S,""",PRACA SEBASTIAO VAZ,4,75394970,SETOR CENTRAL,SANTA BARBARA DE GOIAS,GO,"-16,5743478","-49,6940732"
JM=JG+Z?IL_`N@A/.FMC+#,AVENIDA JOAO VELOSO DA SILVA,380,07180000,JARDIM CUMBICA,GUARULHOS,SP,"-23,4524394","-46,4828577"
G&\0#G4C6$+D5*VP02*S-!,RUA 8 DE MAIO,28,89440000,CENTRO,IRINEOPOLIS,SC,"-26,2429228","-50,795168"
"B-8YV*7KE>!-7XXC*:F'J$",VIA CHICO MENDES,695,69906116,AREAL,RIO BRANCO,AC,"-9,9834251","-67,8065445"
"B9:)=\""R2)_A0GE[LS2""1)",QUADRA 804 SUL ALAMEDA 5,1,77023010,PLANO DIRETOR SUL,PALMAS,TO,"-10,233297","-48,3264233"
K[+:$Z1.%1L@W5YQ+AK<?-,AVENIDA REPUBLICA DO LIBANO,2099,04501003,MOEMA,SAO PAULO,SP,"-23,5979582","-46,661274"
"M!>`XKKP.U,6AVA_4_</L.",RUA MIRTES ROCHA,354,60721140,VILA PERY,FORTALEZA,CE,"-3,7823467","-38,5800252"
"C`CJ;7T3`Q""@#6.O9AQ/G%",TRAVESSA WE,35,67133180,CIDADE NOVA,ANANINDEUA,PA,"-1,3593738","-48,4028777"
"KQ:8H2M8""-9DN;BHIS696&",RUA PROJETADA,SN,65800000,SETOR INDUSTRIAL,BALSAS,MA,"-7,5229754","-46,0336504"
"E[,+R=[8Q()J&T@49$3J2-",AVENIDA JACOB LOPES CASTRO,100,36570000,NOVA ERA,VICOSA,MG,"-20,7548659","-42,8785788"
"C$R$TC8%B2&)TE7+:JS,_%",AVENIDA DANIEL DE LA TOUCHE,987,65074115,COHAMA,SAO LUIS,MA,"-2,527453","-44,2550163"
C-)`FNS@R]AU+)=7P#G/2/,QN 7 CONJUNTO 22,0,71805722,RIACHO FUNDO 1,BRASILIA,DF,"-15,8804735","-48,0199726"
"J]*(66&@Y,W)3\%M:$$WC&",RUA MANOEL PRETO,32,84269180,JARDIM BANDEIRANTES,TELEMACO BORBA,PR,"-24,3340741","-50,6554473"
"FF8978,*QC>*+B@EMZ8_E%",AVENIDA ITAQUERA,796,03526000,JARDIM MARINGA,SAO PAULO,SP,"-23,5546437","-46,515545"
"DF=CC$`CV@WE#,-SK(+N<'",RUA JOAO GERALDO CLARO,166,17213403,JARDIM PADRE AUGUSTO SANI,JAU,SP,"-22,3123814","-48,5915581"
"KC<@WXO?1G88Q/QYL%DKJ""",AVENIDA DANILO CORREA,SN,69860000,CIDADE ALTA,PAUINI,AM,"-7,7143584","-66,9765208"
GX6O+MI.[O@-^RIZBN$W`$,RUA A,10,35022651,PORTO DAS CANOAS,GOVERNADOR VALADARES,MG,"-18,8667494","-41,9732357"
AHPNC(!>0^&EA@@D*D%%B%,RUA LAGOA DOURADA,107,32628076,VIANOPOLIS,BETIM,MG,"-19,9540197","-44,1184353"
"KQ$UZ_QOT]\OTFL3Z1J/""#",AVENIDA GOVERNADOR MUNIZ FALCAO,SN,56280000,CENTRO,ARARIPINA,PE,"-7,5841062","-40,5019729"
"JU#E[N""Q:7B=A!_UTZ9LV&",RUA ANTONIO ZANCO,79,06192130,KM 18,OSASCO,SP,"-23,5275105","-46,8042892"
EG=9R694POTU$-:R5_$B`+,RUA SETE DE ABRIL,118,01043000,REPUBLICA,SAO PAULO,SP,"-23,5465859","-46,6405827"
"N\>S^GUT.(8XJ4.AK.GG""0",AVENIDA ELIEZER MOREIRA,253,65950000,TAMARINDO,BARRA DO CORDA,MA,"-5,5047711","-45,2520016"
"L)Q:,#2F%PQ,$!$?0""MC0""",RUA DONHA PINTO CARVALHO,SN,77318000,CENTRO,NOVO JARDIM,TO,"-11,8201782","-46,6236058"
"J*@D<*HZUQ>6Q,GO*6J2G.",AVENIDA JERUZALEM,47,29145620,VILA PALESTINA,CARIACICA,ES,"-20,3433296","-40,3935511"
"MLT^P)BZ2B541609""ZA4#+",RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,926,14806202,JARDIM IMPERADOR,ARARAQUARA,SP,"-21,75025","-48,1618945"
P2Y0&KD#+$-HE)*Q3FHFM),RUA DOUTOR TEIXEIRA DE CARVALHO,444,79670000,CENTRO,BRASILANDIA,MS,"-21,255102","-52,0355549"
"K5R)N#N/1/=_N>;(MH""RH$",RUA DOUTOR DIOGO DE FARIA,1155,04037004,VILA CLEMENTINO,SAO PAULO,SP,"-23,5953645","-46,6479752"
"L+KFL0UEYG78'`T-P!2_:)",RUA VIRGILIO FURLAN,1277,13424080,PAULICEIA,PIRACICABA,SP,"-22,7544969","-47,6447326"
K]7O6+\H>WB6#M)9G*ER>),RUA ROMA,643,38405076,TIBERY,UBERLANDIA,MG,"-18,902623","-48,2519507"
"GUR1:.#D<""OX,F:""W5T=[$",RUA 21 DE ABRIL,374,98400000,CENTRO,FREDERICO WESTPHALEN,RS,"-27,3620684","-53,3978427"
LWA]&!EEF[;D1_)#Y\YW?*,RUA RIACHUELO,1010,97670000,CENTRO,SAO BORJA,RS,"-28,6592231","-56,0081974"
"G@L5""A%!<04K3$)`)91J8!",RUA CASILDA DULCE DOS SANTOS,1674,39300000,APARECIDA,SAO FRANCISCO,MG,"-15,9610185","-44,8579311"
"M1%]FZ%,?93&`WHD`2@<E$",RUA ALCEBIADES JOSE SOBREIRA,96,29313155,BNH,CACHOEIRO DE ITAPEMIRIM,ES,"-20,8391089","-41,156889"
"D0R[LUEG,DE82!MBOS;B5.",RUA PEDRO BERDU DIAS,3251,14405152,VILA FORMOSA,FRANCA,SP,"-20,5248861","-47,4040493"
G;D57A1E9X9[?TFR*9NQ.&,AVENIDA HORACIO NEGRISOLO,43,14230000,CENTRO,SERRA AZUL,SP,"-21,3115279","-47,5642608"
"HX0""A>`D);3;>5H>10ABW)",RUA AUGUSTO ENEAS CARVALHO,SN,64728970,CENTRO,PEDRO LAURENTINO,PI,"-8,0664805","-42,2877782"
"C12#SE)'&Q89*K%:NFX.')",RUA DIARIO DE PERNAMBUCO,100,55150615,EDSON MORORO MOURA,BELO JARDIM,PE,"-8,336385","-36,4173092"
"MCG5E!;$+8H?'D#';^,E6,",RUA SAO MATEUS,64,78065258,CAMPO VELHO,CUIABA,MT,"-15,5754036","-56,1000102"
GM@_/4/WITA<)$4PG0*AI),AVENIDA NOSSA SENHORA DE FATIMA,1285,95970000,FATIMA,MUCUM,RS,"-29,1529531","-51,8596569"
H`=8`B;E111M7<[S]C6>O),RUA SAFIRA,113,32113030,SAO JOAQUIM,CONTAGEM,MG,"-19,8793309","-44,0232474"
"E`X2V$#=E+1JGL[SQW%O#'",RUA ARAGUACI,67,77816180,JK,ARAGUAINA,TO,"-7,1858818","-48,209071"
"P1R-C2:#5D,5&HX@&$0D%/",AVENIDA MARECHAL RONDON,137,78500970,CENTRO,COLIDER,MT,"-10,8079828","-55,4571289"
"B-KHR4*^'A:7R-90'OI)3'",AVENIDA VITORIA,2091,29900081,CENTRO,LINHARES,ES,"-19,3930805","-40,0670819"
GN`*^YQS&_`/MZ%=K#7R4-,RUA JOAQUIM TEIXEIRA ALVES,1570,79801015,CENTRO,DOURADOS,MS,"-22,2293288","-54,8121751"
N\_9TLK0PXJ=R]AH^B:\>#,RUA GENERAL OSORIO,259,11250000,JARDIM PAULISTA,BERTIOGA,SP,"-23,8392171","-46,1339912"
"E""WT-4BJPG+-^V56\?1M:$",RUA DANIEL FILHO,25,45980000,CENTRO,PRADO,BA,"-17,3340784","-39,2250585"
"O%/)481<138#F`\:X""HJQ)",RUA LORENZO PENNA,57,08371160,JARDIM HELENA,SAO PAULO,SP,"-23,5955076","-46,450417"
C^;F6%SS(>^VZMXWQKE?Z&,AVENIDA LATERAL NORTE,467,61921010,ACARACUZINHO,MARACANAU,CE,"-3,8478597","-38,611727"
"B([&UF@K=U!O3WETS""=+\0",RUA GIUSEPPE BIBIENA,254,04183020,JARDIM SANTA EMILIA,SAO PAULO,SP,"-23,6433974","-46,5976786"
A:P<^W1&[(C2E_3MLW5JR#,RUA MARQUES DO HERVAL,167,50020901,SANTO ANTONIO,RECIFE,PE,"-8,0663018","-34,8819277"
"O(\_K'N-\NLWRR*5,*G>N""",RUA APOLONIA VON BUETTNER,560,89037020,ASILO,BLUMENAU,SC,"-26,9063866","-49,0968304"
"NPD0$""TB+VZ\>L]9L@X>,0",RUA MINAS GERAIS,878,16403134,JUNQUEIRA,LINS,SP,"-21,6817079","-49,7407169"
"A:K:-32J[L6N,I,!,2[O['",RUA HENRIQUE VERA DO NASCIMENTO,395,88062020,LAGOA DA CONCEICAO,FLORIANOPOLIS,SC,"-27,5953778","-48,5480499"
"H!Y3(R=4B""$.JM?^2]^!+)",AVENIDA MARIO JORGE MENEZES VIEIRA,800,49035240,COROA DO MEIO,ARACAJU,SE,"-10,947987","-37,045653"
"G..\2R%B/9@M-N'+""5'8U$",RUA VOLUNTARIO ETELVINO BORGES,674,14670000,CENTRO,NUPORANGA,SP,"-20,7304489","-47,7528331"
"NU'XTG>N'_EC22VQS`UND#",RUA DA FRATERNIDADE,691,39403022,ALTEROSAS,MONTES CLAROS,MG,"-16,7664647","-43,8626339"
P)X7G=(>+J]-Q*Q4ROB<9#,AVMD BELO HORIZONTE,228,85933000,CENTRO,OURO VERDE DO OESTE,PR,"-24,7740823","-53,9023748"
IV]&IV87<6BG6_:I&&?:D/,RUA ANGELO LA PORTA,76,88020600,CENTRO,FLORIANOPOLIS,SC,"-27,5883983","-48,5421754"
"I(JU2E?$A!@>X7M_W(!-+""",RUA TRINTA E UM DE MARCO,460,79930970,CENTRO,ARAL MOREIRA,MS,"-22,9503292","-55,6265331"
"J&V?)""0S:IQMZXQZ`?$19""",RUA BRILHO DO SOL,1546,69316128,BELA VISTA,BOA VISTA,RR,"2,7688237","-60,72572"
"L<XP#&S]\W@I=/%&,'@O^.",RUA PROFESSOR JOSE VIEIRA DE MENDONCA,1121,31310260,ENGENHO NOGUEIRA,BELO HORIZONTE,MG,"-19,8825589","-43,9791395"
"FX<*""N/@??<HT?M<MJ4OL#",AVENIDA PRESIDENTE KENNEDY,3330,60355425,ALDEOTA,FORTALEZA,CE,"-3,7043863","-38,5791784"
FNQY*%.*KN[\)4$\-O9+>/,AVENIDA JOHN KENNEDY,508D,45190000,CENTRO,PLANALTO,BA,"-14,6603923","-40,4788747"
"E%@TH\M(]H[A-&:!'J8N:(",AVENIDA PACAEMBU,3217,13222305,JARDIM AMERICA III,VARZEA PAULISTA,SP,"-23,2107065","-46,8311254"
"E2GK1I.:0G,A-'<MPT3SJ%",RUA RICARDO DOS SANTOS,35,24461150,MUTUA,SAO GONCALO,RJ,"-22,8097833","-43,0349971"
M-[T&5Q.E1Q=/IDW3E!<O!,RUA VASSOURAS,47,25650500,QUITANDINHA,PETROPOLIS,RJ,"-22,5314549","-43,2249532"
