chave_fato,flag_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,de_situacao,de_classif_natureza_juridica,vl_latitude,vl_longitude,qt_filial,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
14278977000180,SIM,9/13/2011,AMILTON FERREIRA DA SILVA JUNIOR MEI,2135,EMPRESARIO INDIVIDUAL,RUA JOAO CARLOS DO SACRAMENTO,69,41710330,BOCA DO RIO,SALVADOR,BA,ATIVA,PRIVADO,"-12,9789844","-38,4336671",,AMARELO,MEDIA,NÃƒO,SIM,SIM
6969710000100,SIM,8/10/2004,CELIA MARIA FERNANDES DOS SANTOS CABELEIREIROS ME,2135,EMPRESARIO INDIVIDUAL,RUA MIGUEL DA MATA SA,1,08275170,JARDIM N S DO CARMO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5505199","-46,6333094",,AMARELO,BAIXA,NÃƒO,NÃƒO,NÃƒO
14557688000110,SIM,11/1/2011,ERIKA CRISTINA DA SILVA NASCIMENTO MEI,2135,EMPRESARIO INDIVIDUAL,PRACA PROFESSOR MARIO BULCAO,283,03214070,VILA CALIFORNIA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,607248","-46,5627298",,AMARELO,MEDIA,NÃƒO,SIM,SIM
42935247000140,SIM,9/17/1992,LUIZ CARLOS DA SILVA AUTO PECAS,2135,EMPRESARIO INDIVIDUAL,RUA SAO JOAO DEL REI,38,37300000,ROSARIO,ANDRELANDIA,MG,ATIVA,PRIVADO,"-21,7372648","-44,3045255",,VERDE,ALTA,NÃƒO,SIM,SIM
14565232000100,SIM,11/3/2011,PEDRO HENRIQUE BRUM BORGES MEI,2135,EMPRESARIO INDIVIDUAL,ESTRADA LARAMARA,235,07600000,JUNDIAIZINHO,MAIRIPORA,SP,ATIVA,PRIVADO,"-23,3183726","-46,5872221",,AMARELO,MEDIA,NÃƒO,SIM,SIM
12100532000180,SIM,6/18/2010,ELBIO ALVES DE ALMEIDA MEI,2135,EMPRESARIO INDIVIDUAL,RUA SAO JOAO BATISTA,95,64205360,JOAO XXIII,PARNAIBA,PI,ATIVA,PRIVADO,"-2,9039285","-41,7762612",,VERDE,MEDIA,NÃƒO,SIM,SIM
16664297000120,SIM,8/8/2012,ELEICAO 2012 MARISTELA ZANELLA RIBEIRO VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,ACESSO TREVO DE ACESSO NA BR,468,98580000,TURVINHO,CORONEL BICACO,RS,BAIXADA,PRIVADO,"-27,7163147","-53,7060219",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
16708103000140,SIM,8/16/2012,ELYNI CRISTINA DUARTE FERNANDES MEI,2135,EMPRESARIO INDIVIDUAL,AVENIDA ESTRADA DO ARACAGY,4,65110000,JARDIM ARACAGY,SAO JOSE DE RIBAMAR,MA,ATIVA,PRIVADO,"-2,5631805","-44,0625642",,AMARELO,MEDIA,NÃƒO,SIM,SIM
14380134000190,SIM,9/8/2011,JOSE NILTON LINARES REPRESENTACOES COMERCIAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA CORONEL FRANCISCO MARTINS,988,14540000,CENTRO,IGARAPAVA,SP,ATIVA,PRIVADO,"-20,0343013","-47,7494921",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
12758501000110,SIM,10/26/2010,JOAO MARTINS BORGES NETO MEI,2135,EMPRESARIO INDIVIDUAL,RUA ALVORADA,14,81510640,GUABIROTUBA,CURITIBA,PR,ATIVA,PRIVADO,"-25,4748947","-49,2420192",,AMARELO,BAIXA,NÃƒO,SIM,SIM
12094128000140,SIM,5/21/2010,LUCIANO NICOLAU PEREIRA ME,2135,EMPRESARIO INDIVIDUAL,RUA DOS EXPEDICIONARIOS,260,84950000,CENTRO,WENCESLAU BRAZ,PR,ATIVA,PRIVADO,"-23,8722412","-49,8020115",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
12217871000140,SIM,6/30/2010,ART PEDRAS DESIGN E SERVICOS DE PAVIMENTACOES LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA,RUA CAMPINAS DO SUL,45,22710280,CURICICA,RIO DE JANEIRO,RJ,ATIVA,PRIVADO,"-22,9473527","-43,3826162",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
13603535000360,NÃƒO,2/3/1976,PRAIA E CAMPO MOVEIS E DECORACAO DE EXTERIORES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA B,SN,40330470,BROTAS,SALVADOR,BA,ATIVA,PRIVADO,"-12,8480347","-38,4489897",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
12298958000190,SIM,7/23/2010,CAXANGA COMERCIO DE ALUMINIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA CAXANGA,3564,50670000,IPUTINGA,RECIFE,PE,ATIVA,PRIVADO,"-8,040882","-34,9375262",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
14369689000130,SIM,7/26/2010,STATICOLOR TINTAS ELETROSTATICAS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA FRANCISCO FALCONI,1084,03227000,JARDIM AVELINO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5929431","-46,5647678",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
15306208000100,SIM,4/2/2012,JONI JUNIOR OLIVEIRA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,RUA BELO HORIZONTE,545,88115270,SERRARIA,SAO JOSE,SC,ATIVA,PRIVADO,"-27,5440594","-48,634619",,AMARELO,BAIXA,NÃƒO,SIM,SIM
14153034000120,SIM,8/19/2011,MARIA APARECIDA DA COSTA MEI,2135,EMPRESARIO INDIVIDUAL,AVENIDA OTACILIO NEGRAO DE LIMA,8000,31270802,PAMPULHA,BELO HORIZONTE,MG,ATIVA,PRIVADO,"-19,8549986","-44,0052831",,AMARELO,MEDIA,NÃƒO,SIM,SIM
13598161000170,SIM,4/28/2011,SEBO GAMES INFORMATICA & ASSISTENCIA TECNICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA THIAGO FERREIRA,215,11450000,VILA ALICE VICENTE DE CARVALHO,GUARUJA,SP,ATIVA,PRIVADO,"-23,9411812","-46,3046705",1.0,LARANJA,MUITO BAIXA,NÃƒO,NÃƒO,NÃƒO
13106883000160,SIM,1/13/2011,ADENILSON DOS SANTOS CAMARA MEI,2135,EMPRESARIO INDIVIDUAL,RUA HUMBERTO PORFILIO CORTES,56,45950000,BIRRO FRAGA,LAJEDAO,BA,ATIVA,PRIVADO,"-17,6096406","-40,3452015",,AMARELO,MEDIA,NÃƒO,SIM,SIM
13223335000110,SIM,1/31/2011,RONALD QUISPE HUARAYA ME,2135,EMPRESARIO INDIVIDUAL,RUA OFION,68,02056040,VILA GUILHERME,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5110872","-46,6041063",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
11249023000150,SIM,10/13/2009,IGREJA EVANGELICA PENTECOSTAL O SENHOR E A NOSSA JUSTICA,3999,ASSOCIACAO PRIVADA,RUA ANTONIO MASCERI,1,17026837,NUCLEO HAB NOBUJI NAGASAWA,BAURU,SP,ATIVA,PRIVADO,"-22,2935868","-49,059702",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
12582985000190,SIM,9/25/2010,TIAGO HENRIQUE VIEIRA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,RUA SANTO ANTONIO,35,40710730,PLATAFORMA,SALVADOR,BA,ATIVA,PRIVADO,"-13,0047894","-38,4724382",,AMARELO,MEDIA,NÃƒO,SIM,SIM
15793587000100,SIM,6/27/2012,LUCINALDO DA ROCHA MEI,2135,EMPRESARIO INDIVIDUAL,AVENIDA ALMIRANTE BARROSO,SN,68750000,BRASILIA,CURUCA,PA,ATIVA,PRIVADO,"-0,7398782","-47,851888",,AMARELO,MEDIA,NÃƒO,SIM,SIM
10233812000130,SIM,8/1/2008,L A POLETTI & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA BARAO DO RIO BRANCO,3706,85905040,CENTRO,TOLEDO,PR,BAIXADA,PRIVADO,"-24,7106203","-53,7383783",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
20955050000130,SIM,7/16/1979,RUBENS SOARES DAMASCENO,2135,EMPRESARIO INDIVIDUAL,RUA JOSE LUIZ NOGUEIRA,437,35010190,CENTRO,GOVERNADOR VALADARES,MG,BAIXADA,PRIVADO,"-18,8599012","-41,9516649",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
52613320000110,SIM,6/6/1983,HORTI FRUTI GRANJEIROS LIMPOS DO BRASIL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA JOSE MARIA FERNANDES,628,02185030,PARQUE NOVO MUNDO,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5106626","-46,5675463",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
7225566000160,SIM,9/17/2004,MARIA DAS CANDEIAS ALVES DA SILVA RESTAURANTE LTDA ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA GOVERNADOR JANIO QUADROS,920,08526000,PARQUE SAO FRANCISCO,FERRAZ DE VASCONCELOS,SP,BAIXADA,PRIVADO,"-23,5541379","-46,381828",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
41752023000130,SIM,12/30/1991,TEMPO RECURSOS HUMANOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA GUARAPARI,10,29164120,JARDIM LIMOEIRO,SERRA,ES,BAIXADA,PRIVADO,"-20,1291908","-40,3050258",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
90242116000120,SIM,5/15/1985,RUY PACHECO ME,2135,EMPRESARIO INDIVIDUAL,RUA SANTOS DUMONT,32,93320460,INDUSTRIAL,NOVO HAMBURGO,RS,BAIXADA,PRIVADO,"-29,7162446","-51,1300965",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
15903443000160,SIM,7/4/2012,ELEICAO 2012 JULCIMAR ZILLI VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,RUA RSC,324,95320000,VILA SABIA,NOVA PRATA,RS,BAIXADA,PRIVADO,"-28,7814459","-51,607615",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
13653039000150,SIM,5/17/2011,FABIO PEREIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,RUA NHAMBU,255,07141150,JARDIM SANTA INES,GUARULHOS,SP,ATIVA,PRIVADO,"-23,4260478","-46,5056941",,AMARELO,BAIXA,NÃƒO,SIM,SIM
13983857000110,SIM,7/4/2011,SAMPAIO E VASCONCELOS PRODUTOS ALIMENTICIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA TIBURCIO NEMEZIO,57,57700000,CENTRO,VICOSA,AL,ATIVA,PRIVADO,"-9,363378","-36,238616",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
15910584000100,SIM,7/4/2012,ELEICAO 2012 COMITE FINANCEIRO CE PARA VEREADOR PRP MORRINHOS,3999,ASSOCIACAO PRIVADA,RUA JOSE IBIAPINA ROCHA,,62550000,CENTRO,MORRINHOS,CE,BAIXADA,PRIVADO,"-3,2266113","-40,1228644",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
37073160000170,SIM,2/24/1992,V&V CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,CL QUADRA 202 BLOCO D,SN,70832545,ASA NORTE,BRASILIA,DF,ATIVA,PRIVADO,"-15,801519","-47,860297",1.0,AZUL,ALTA,NÃƒO,SIM,NÃƒO
8441551000100,SIM,11/14/2006,ANTONIO MARTINEZ MORENO E OUTROS,4120,PRODUTOR RURAL PESSOA FISICA,ESTRADA VELHA SP RJ,,12340060,SAO SILVESTRE,JACAREI,SP,ATIVA,PRIVADO,"-23,2987827","-45,9662542",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
15136283000170,SIM,3/5/2012,FALCAO PIROTECNIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,FAZENDA JACARE,SN,35590000,ZONA RURAL,LAGOA DA PRATA,MG,ATIVA,PRIVADO,"-20,0272246","-45,5353426",,AMARELO,ALTA,NÃƒO,SIM,NÃƒO
8922583000110,SIM,6/20/2007,MARCIA SOARES DE LIMA SANTANA ME,2135,EMPRESARIO INDIVIDUAL,RUA SAMOEL MORELLI FILHO,230,08572005,PEDREIRA,ITAQUAQUECETUBA,SP,ATIVA,PRIVADO,"-23,4924223","-46,3386423",,AMARELO,BAIXA,NÃƒO,SIM,NÃƒO
17000048000100,SIM,10/10/2012,W A DISTRIBUIDORA E IMPORTADORA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DAS TIPUANAS,356,87060130,CONJUNTO HAB INOC V NOVA JUNIOR,MARINGA,PR,ATIVA,PRIVADO,"-23,4509717","-51,9576218",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
17002523000170,SIM,10/15/2012,MARIA CRISTOV MEI,2135,EMPRESARIO INDIVIDUAL,RUA SIRINHAEM,85,03239140,PARQUE SAO LUCAS,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5954432","-46,5440889",,AMARELO,BAIXA,NÃƒO,SIM,SIM
17011730000190,SIM,8/31/2012,MILTON SANTOS NICOLA JUNIOR EXPRESS ME,2135,EMPRESARIO INDIVIDUAL,RUA DIOGO DE OLIVEIRA,216,02553040,SITIO DO MORRO,SAO PAULO,SP,ATIVA,PRIVADO,"-23,500714","-46,6684809",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
17032161000160,SIM,10/16/2012,EMANUELLI PALHANO RAMOS ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA SAO JOAO,509,85570000,CENTRO,SAO JOAO,PR,ATIVA,PRIVADO,"-25,8260827","-52,7275166",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
19721463000170,SIM,1/29/1970,SINDICATO DOS EMPREGADOS NO COMERCIO DE CONSELHEIRO LAFAIETE E REGIAO,3131,ENTIDADE SINDICAL,RUA BARAO DE SUASSUI,623,36400000,SANTA EFIGENIA,CONSELHEIRO LAFAIETE,MG,ATIVA,PRIVADO,"-20,6551875","-43,7889377",,LARANJA,ALTA,NÃƒO,NÃƒO,NÃƒO
13697133000100,SIM,3/23/2011,PIZZARIA DON CARLLO S DE OSASCO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA MARIA QUINTINA DOS SANTOS,11,06122190,JARDIM CALIFORNIA,OSASCO,SP,ATIVA,PRIVADO,"-23,5406977","-46,7948745",,AZUL,MEDIA,NÃƒO,SIM,NÃƒO
7316672000150,SIM,5/16/1969,INCO ENGENHARIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA JULIO SIQUEIRA,756,60130090,DIONISIO TORRES,FORTALEZA,CE,ATIVA,PRIVADO,"-3,7504062","-38,5067677",2.0,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
7928352000150,SIM,2/24/2006,GIULIANA PICANZO DE MORAIS SODER ME,2135,EMPRESARIO INDIVIDUAL,RUA RIVADAVIA CORREA,405,97573000,CENTRO,SANTANA DO LIVRAMENTO,RS,BAIXADA,PRIVADO,"-30,8925609","-55,5352394",,AZUL,INATIVA,NÃƒO,NÃƒO,NÃƒO
60534690000190,SIM,3/29/1989,ROCEL REVESTIMENTOS DE PISOS E PAREDES LTDA,2240,SOCIEDADE SIMPLES LIMITADA,RUA PAULO LOPES LEAO,652,08210520,ITAQUERA,SAO PAULO,SP,BAIXADA,PRIVADO,"-23,5323897","-46,4453098",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
90958232000220,NÃƒO,10/30/1986,JUAREZ JOSE BIDINOTO ME,2135,EMPRESARIO INDIVIDUAL,RUA 7 DE SETEMBRO,645,97760000,CENTRO,JAGUARI,RS,ATIVA,PRIVADO,"-29,5059516","-54,6752647",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
9453642000110,SIM,3/27/2008,FLAMARION OLIVEIRA SILVA ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA CENTENARIO,330,44700000,NAZARE,JACOBINA,BA,ATIVA,PRIVADO,"-11,1857561","-40,5182633",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
13796780000170,SIM,6/13/2011,ANDREIA CRISTINA ALVES MEI,2135,EMPRESARIO INDIVIDUAL,RUA DIANOPOLIS,1672,03126007,PARQUE DA MOOCA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5832077","-46,5904532",,AMARELO,BAIXA,NÃƒO,SIM,SIM
13765085000140,SIM,6/7/2011,FERNANDO DE MELO CABRAL MEI,2135,EMPRESARIO INDIVIDUAL,RUA PROFESSORA ANA DE OLIVEIRA VIANA,154,81030200,FANNY,CURITIBA,PR,ATIVA,PRIVADO,"-25,4794939","-49,2646344",,AMARELO,BAIXA,NÃƒO,SIM,SIM
7153916000120,SIM,12/20/2004,PANORAMA EMPREENDIMENTO IMOBILIARIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DOUTOR CARDOSO DE MELO,1460,04548005,VILA OLIMPIA,SAO PAULO,SP,ATIVA,PRIVADO,"-23,5966674","-46,6878902",,AZUL,MEDIA,NÃƒO,NÃƒO,NÃƒO
13808832000180,SIM,6/13/2011,SASKIA DUANNY DO MONTE SOUZA ME,2135,EMPRESARIO INDIVIDUAL,RUA CAPITAO JOSE DA PENHA,130,59380000,CENTRO,CURRAIS NOVOS,RN,ATIVA,PRIVADO,"-6,2622693","-36,5142902",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
7476611000150,SIM,6/15/2005,CAIXA ESCOLAR PAULO GOMES,3999,ASSOCIACAO PRIVADA,POVOADO OITEIRO,SN,65500000,ZONA RURAL,CHAPADINHA,MA,ATIVA,PRIVADO,"-3,7415256","-43,360096",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
13737399000130,SIM,5/12/2011,EL BERIT MINERALS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA FAGUNDES VARELA,715,75709380,MONSENHOR SOUZA,CATALAO,GO,ATIVA,PRIVADO,"-18,1607993","-47,9597829",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
9546963000160,SIM,5/5/2008,ALDAIR DA SILVA SUDRE GESSO ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA RUI BARBOSA,2047,06311000,CENTRO,CARAPICUIBA,SP,ATIVA,PRIVADO,"-23,5242308","-46,8451127",,AMARELO,MEDIA,NÃƒO,SIM,NÃƒO
9414940000100,SIM,3/4/2008,JOSE REINALDO CARDOSO DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,TRAVESSA RUY BARBOSA,445,48500000,CENTRO,EUCLIDES DA CUNHA,BA,ATIVA,PRIVADO,"-10,5089989","-39,0132267",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
8458714000150,SIM,10/26/2006,CONDOMINIO EDIFICIO EUSEBIO,3085,CONDOMINIO EDILICIO,RUA BORGES DE MEDEIROS,191,93310280,CENTRO,NOVO HAMBURGO,RS,ATIVA,PRIVADO,"-29,6846047","-51,1418563",,LARANJA,BAIXA,NÃƒO,NÃƒO,NÃƒO
7527166000100,SIM,7/20/2005,ARAUCARIA PARTICIPACOES E INVESTIMENTOS SA,2054,SOCIEDADE ANONIMA FECHADA,RUA BENJAMIN CONSTANT,383,89801070,CENTRO,CHAPECO,SC,ATIVA,PRIVADO,"-27,0981713","-52,6120128",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
6282336000170,SIM,5/24/2004,FHEL COMERCIO DE MATERIAIS PARA CONSTRUCAO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA RIO AMAZONAS,34,13301100,LIBERDADE,ITU,SP,ATIVA,PRIVADO,"-23,2557276","-47,3015023",,VERDE,MEDIA,NÃƒO,SIM,NÃƒO
14619235000170,SIM,11/16/2011,DOMINGOS CAMDEIRA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,RUA DO BABACU,33A,65485000,MANGAL ESCURO,ITAPECURU MIRIM,MA,BAIXADA,PRIVADO,"-3,3951287","-44,3591355",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
3434299000180,SIM,9/22/1999,DON TOMATO COMERCIO DE ALIMENTOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA DOUTOR SILVA MELO,520,04675010,JARDIM TAQUARAL,SAO PAULO,SP,ATIVA,PRIVADO,"-23,6600471","-46,685651",,LARANJA,MEDIA,NÃƒO,NÃƒO,NÃƒO
3305349000120,SIM,4/1/1987,M ALIERDES LANCHONETE ME,2135,EMPRESARIO INDIVIDUAL,AVENIDA CASTELO BRANCO,1111,77600000,CENTRO,PARAISO DO TOCANTINS,TO,ATIVA,PRIVADO,"-10,17533","-48,88506",,AMARELO,ALTA,NÃƒO,NÃƒO,NÃƒO
2698070000190,SIM,7/14/1998,TZM INFORMATICA E TELECOMUNICACOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA MADRE LEONIA MILITO,1377,86050270,BELA SUICA,LONDRINA,PR,ATIVA,PRIVADO,"-23,3354709","-51,1768436",,VERDE,ALTA,NÃƒO,SIM,NÃƒO
5265060000230,NÃƒO,1/5/2005,CFCV CENTRO DE FORMACAO DE CONDUTORES VITORIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA SANTA LUZIA,40,59615000,SANTA DELMIRA,MOSSORO,RN,ATIVA,PRIVADO,"-5,1535095","-37,3555656",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
2170387000150,SIM,10/7/1997,ANCAL SERVICOS DE ESCRITORIO EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA VERIANO PEREIRA,63,04144030,SAUDE,SAO PAULO,SP,ATIVA,PRIVADO,"-23,6152825","-46,6379018",,LARANJA,BAIXA,NÃƒO,SIM,NÃƒO
5493714000100,SIM,1/27/2003,FECULARIA CESARIO LANGE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ZONA RURAL,SN,18285000,BARRO AMARELO,CESARIO LANGE,SP,ATIVA,PRIVADO,"-23,2288284","-47,9504714",,AMARELO,MEDIA,NÃƒO,NÃƒO,NÃƒO
14041521000100,SIM,8/1/2011,JULIANA MARTINS DE ALMEIDA MEI,2135,EMPRESARIO INDIVIDUAL,RUA ESPIRITO SANTO,33,37905000,CENTRO,FORTALEZA DE MINAS,MG,ATIVA,PRIVADO,"-20,8509871","-46,7110222",,VERDE,ALTA,NÃƒO,SIM,SIM
13925692000120,SIM,7/5/2011,FRANCIELLE TAVARES FURMAM MEI,2135,EMPRESARIO INDIVIDUAL,RUA SAO JOSE DOS PINHAIS,531,83504100,JARDIM ROMA,ALMIRANTE TAMANDARE,PR,ATIVA,PRIVADO,"-25,3260533","-49,2666976",,AMARELO,BAIXA,NÃƒO,SIM,SIM
14183871000100,SIM,8/25/2011,HERMES FERREIRA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,RUA PADRE FERRO,,78120580,JARDIM MARINGA,VARZEA GRANDE,MT,ATIVA,PRIVADO,"-15,666755","-56,0850349",,AMARELO,MEDIA,NÃƒO,SIM,SIM
2166162000120,SIM,10/14/1997,GRANVILLE FUNDO DE INVESTIMENTO IMOBILIARIO,2224,CLUBE FUNDO DE INVESTIMENTO,SRTVS QUADRA 701,SN,70340000,ASA SUL,BRASILIA,DF,ATIVA,PRIVADO,"-15,7980619","-47,8937279",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
14399046000130,SIM,10/3/2011,MARCIO DA SILVA GOMES MEI,2135,EMPRESARIO INDIVIDUAL,RUA JOAO LISBOA,16,65495000,CENTRO,MIRANDA DO NORTE,MA,ATIVA,PRIVADO,"-3,5692778","-44,5827221",,AMARELO,BAIXA,NÃƒO,SIM,SIM
2718235000220,NÃƒO,11/25/1998,FLICK FLACK CENTRO DE GINASTICA E ATIVIDADES FISICAS LTDA ME SC,2240,SOCIEDADE SIMPLES LIMITADA,RUA DO PETROLEO,285,12050740,CHACARA DO VISCONDE,TAUBATE,SP,ATIVA,PRIVADO,"-23,0200125","-45,5667953",,VERDE,MEDIA,NÃƒO,NÃƒO,NÃƒO
1203962000100,SIM,5/16/1996,ASS DE PAIS E PROF DA ESCOLA EVARISTO DA VEIGA,3999,ASSOCIACAO PRIVADA,LIN,7,76960000,ZONA RURAL,CACOAL,RO,ATIVA,PRIVADO,"-11,4350904","-61,4723939",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
3469865000190,SIM,10/22/1999,TERRAPLANAGEM CAMPOS NOVOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,AVENIDA LEONCIO LOPES DE MIRANDA,255,78132000,VITORIA REGIA,VARZEA GRANDE,MT,ATIVA,PRIVADO,"-15,7046659","-56,1311681",1.0,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
15123803000100,SIM,2/29/2012,LEOMAR ANTONIO DO AMARAL & CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,RUA DIVINO NAZARIO,35,38720000,PLANALTO,LAGOA FORMOSA,MG,ATIVA,PRIVADO,"-18,7762154","-46,4049604",,VERDE,ALTA,NÃƒO,NÃƒO,NÃƒO
526011000100,SIM,3/31/1995,WAGNER DA SILVA FERREIRA ME,2135,EMPRESARIO INDIVIDUAL,RUA A,SN,78675000,SET INDUSTRIAL,RIBEIRAO CASCALHEIRA,MT,ATIVA,PRIVADO,"-12,9371655","-51,8248805",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
13930210000120,SIM,7/6/2011,ALESSANDRO GARRETT DRONK MEI,2135,EMPRESARIO INDIVIDUAL,RUA MAJOR HEITOR GUIMARAES,2042,80740340,CAMPINA DO SIQUEIRA,CURITIBA,PR,BAIXADA,PRIVADO,"-25,4354016","-49,3137979",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
13950635000100,SIM,7/15/2011,EDNA NOVAIS DO PRADO MEI,2135,EMPRESARIO INDIVIDUAL,RUA BENTA MARIA DE BARROS,80,13908000,CENTRO ARCADAS,AMPARO,SP,ATIVA,PRIVADO,"-22,7170445","-46,8407158",,AMARELO,BAIXA,NÃƒO,SIM,SIM
13951007000130,SIM,6/21/2011,EDIVANIA BATISTA DE ANDRADE ME,2135,EMPRESARIO INDIVIDUAL,RUA FRANCISCO EGIDIO DOS SANTOS,23,58922000,CENTRO,BERNARDINO BATISTA,PB,ATIVA,PRIVADO,"-6,4519443","-38,5507076",,AZUL,ALTA,NÃƒO,SIM,NÃƒO
16010736000180,SIM,7/5/2012,ELEICAO 2012 DEBORA CRISTINA MOREIRA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,FAZENDA SAO FERNANDO,SN,13380000,VENTANIA,MOMBUCA,SP,BAIXADA,PRIVADO,"-22,9428223","-47,5963285",,,INATIVA,NÃƒO,NÃƒO,NÃƒO
34376780000190,SIM,11/12/1990,EDIFICIO JARDIM TROPICAL,3085,CONDOMINIO EDILICIO,AVENIDA SETE DE SETEMBRO,1907,40080002,VITORIA,SALVADOR,BA,ATIVA,PRIVADO,"-12,9902378","-38,5244616",,AZUL,ALTA,NÃƒO,NÃƒO,NÃƒO
