sk_cnae,cnpj_cnae,cod_ordem,cod_ramo,desc_ramo,chave_cnae
"J(1,5*K)2<&4V;-D#0VDG)",08872028000120,1,4761003,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47
"L`B5KT\J,#CH.##I5K4L-'",12648414000100,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
"G8PL%'^&>[`I^!2$S<N[O&",23940356000100,1,2222600,FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO,22
"D3R#P;9>@'=A7PD#A]Z[2$",12044050000150,1,1531902,FABRICACAO DE CALCADOS DE COURO,15
F2T_I-%LMP[S;8(J6N>WP.,21667142000420,1,4319300,SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE,43
"F&.""H,Q1'8MHNU\;I/I^F*",03950923000100,1,4783101,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,47
"I<?,!""CIS\#L[Z.:F^A\?$",04566273000230,1,1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
"O8O'C.V:\D-J(9$,VVIC5(",11662052000140,1,7319001,CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES,73
I60<Y*>_Q:HO6?9Y2Y`-U.,12575040000140,1,4781400,CONFECCAO DE ROUPAS INTIMAS,47
"M*3N&SIP%ITE53W<-;""0)0",14641387000170,1,4520003,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",45
G%86!:NQ0_X_6Q!:P_BS4+,15589376000150,1,5611201,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",56
NXNTM%ECSOFOB%#LQ\3J@*,13396865000160,1,4530703,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45
ID$V5(3O94\HS5&-BX!BQ(,12534798000130,1,4120400,COLETA DE RESIDUOS NAOPERIGOSOS,41
"MQ[7^L(R(>@]""@3&*1U.:+",11125098000120,1,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,47
"B)OO[6.`,MP1AS<8#P]*N!",07180914000120,1,4729602,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES,47
F[]M=(&E;V(^^=:DGA^4L#,09497946000180,1,4321500,CONSTRUCAO DE EDIFICIOS,43
I2NRQ0O1G$N+*99:#0%A]*,11912092000100,1,1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,18
"E#%""[@*[(<+KTD@L]I@^W'",13707897000130,1,4679604,"EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO",46
"E'NM+[15/3KIK/93/#""AA#",13528281000100,1,4753900,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
EOPK:#=$.S0>^%O135TO9&,11572596000110,1,4930204,TRANSPORTE RODOVIARIO DE MUDANCAS,49
"P=&,K!2)W9H+OC#Q.ZP5U.",15229332000110,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
"OC]E18Z=X90'I>G>AS'%U(",15257246000110,1,3314702,MANUTENCAO E REPARACAO DE MAQUINAS MOTRIZES NAOELETRICAS,33
"N0%3/'7TQ""-AJ4KF""N+$;""",09563225000120,1,4321500,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",43
"GJO\,61OR;AE*-Y3G-EW7%",15240665000140,1,4330404,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",43
"B66Z5'W2U)D4G$#N5Q,&A-",04769013000180,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
"PL<>/+5W-G/G\T*+FR[]:'",69236024000140,1,4781400,"FABRICACAO DE ARTIGOS DO VESTUARIO, PRODUZIDOS EM MALHARIAS E TRICOTAGENS, EXCETO MEIAS",47
N(Q_CL<ZCL(9P5#FPP*Q;&,02109454000120,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"L7:I$HOY46T):[%Y.>""/$&",11070041000170,1,4721103,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,47
"P!J4!P<G94/+1=9')20PA&",15597382000150,1,4762800,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",47
"K-CU444162EY6F8MV.9'O,",74216086000120,1,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
"H@*O!A%R=S,O6LGE:P?Z9/",07253563000130,1,4759899,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47
H$N^J=4RC;9SQ)82SISX7#,10282126000150,1,4520003,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,45
"P):E#@+BFKM`O/\;P_CPK,",10364199000190,1,4687703,RECUPERACAO DE MATERIAIS PLASTICOS,46
"DTE%1H)FX=A=A65,MGQ0J$",69285583000140,1,5819100,"EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS",58
IA/^++!%5-A.U^N8TK1;6(,12520230000160,1,4789008,COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM,47
"B1GX.'N%I_IRD[=K+?*[D""",03935127000190,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
"O^`]&""/NVBTN1X&9R?#:S/",12232681000100,1,5611202,"DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES",56
"K'7XGE_(/(Z):5]'I`NRB""",11132173000180,1,151202,CULTIVO DE COCODABAIA,1
"IO.&M.A,EAI4Y@$YR=I8#""",15277548000150,1,1623400,FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA,16
B7-9Y6-Z?<.(TYVS&9!_G+,12361696000160,1,4782201,COMERCIO VAREJISTA DE CALCADOS,47
F7HBU%;)%IE-O0]S5CH%9-,13578113000110,1,9602501,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,96
"B'`-W/WVIY'(7*G%8XN!-*",08834259000140,1,9499500,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
"F4_-!O6%!K@R>4PX5K&_;,",11745299000120,1,4741500,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,47
"MH;*N+Y(]M;%YUHFN*O->'",09281151000130,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
"J@OQ_-_$Q,*\/U7ARU=F3$",07626940000130,1,1533500,FABRICACAO DE CALCADOS DE MATERIAL SINTETICO,15
"DN6%(4E=4^6.`RX$TG,2B!",08072625000170,1,4520002,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",45
"ECQ6E'9)(SL,!P#RL?F]9'",15769849000100,1,6190699,OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE,61
"A:""'*5L.O%+.]X7HH.8!@(",11540136000100,1,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,56
"D1MAE$MQG""Q>LM,((-""4;!",13217167000150,1,4669999,"COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS",46
NWD[C6_[09E7#DI^0L<9%!,13248003000190,1,1412602,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
"L%,_#M]&E3'9C\CPT.%ZA,",08600775000100,1,151202,CRIACAO DE BOVINOS PARA LEITE,1
"M0H""1Q""I'XU`/&^Q0HEA.#",01319254000130,1,4929904,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"N^<J,Z>C91IEE(3AP=F/O%",91876961000110,1,1622602,SERRARIAS COM DESDOBRAMENTO DE MADEIRA,16
F.>>DLL5A53^]I_)NZ7@T$,17015612000150,1,7723300,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,77
JI&;^-DK5@AB>>F-$$#C\+,02529095000160,1,4754701,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
HN1]Z<RC@`T0^1NKB&BE40,15135181000130,1,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"L!3<D\U[;@2XTJ?3=1A^,'",13931119000120,1,5812301,EDICAO DE JORNAIS DIARIOS,58
M&0\J6A&2G.:RSNIM<TN*0,12557968000100,1,4754701,SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL,47
"NL_<4]C5>%6H*Z?R:U?&0,",11535037000130,1,5612100,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,56
"LJ_X34U?;A>GL$:V'Z+#3.",12825927000140,1,7420002,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA",74
"PK%I4M?""]20R#Z""I`""!+?0",14042546000110,1,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
M0WH1$D`>?8UL:Y9G`=WL(,14007886000100,1,8111700,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,81
"B:6]9N#Q6VN""@LSB4M)/,+",13996387000120,1,7820500,LIMPEZA EM PREDIOS E EM DOMICILIOS,78
"C0@)'Z,7;_Z)7.^XBC'FT'",00156720000140,1,4520002,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45
A-UQ7M_5/LZ=9F&-X8P`[.,02426431000140,1,7912100,OPERADORES TURISTICOS,79
J6S+%V/\W5!.OSG:9Q^>4$,14178252000110,1,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"M;R""&*`S(.2Y(`1<'2M+F-",15528584000140,1,4322301,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",43
"AKU@C4'VUG8M+E\WR[)^J*",95382800000120,1,4771703,COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS,47
"P.D""-YXJOERX#.W,#D-7X+",14449040000120,1,9602502,"CABELEIREIROS, MANICURE E PEDICURE",96
DENB/;SYB`.C=4F`:0VRT.,13855823000140,1,9602502,"CABELEIREIROS, MANICURE E PEDICURE",96
A2E<1G*R.=<A:@_*!OI@:$,14446188000100,1,4755502,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
H$@O;8LP+I!PP@M=F>F39.,69941854000250,1,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
"C)5_HY(]VU'T.>ELXC)*<*",16492573000110,1,7420001,COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM,74
A6H(E:/*V+29_=>CQ!;Q3&,09139995000140,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
"PX:<:Y-0<<4%@$=Y@9)L'+",10872946000100,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,47
"FDAN`Q,L\4'\VW,R5T&YA,",16883726000150,1,5611203,RESTAURANTES E SIMILARES,56
"G,SNU8&9D9?>'KK2J>#""E!",02230341000260,1,9319199,OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE,93
"DVQ""WTJ4*+5""-4;4Z3X_#""",01239438000190,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
H^^+8P2YU&V%%7D^K5]90$,12462747000140,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"H<7JP:""HNJ+\&#XSA=!%Y$",16573318000100,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,47
"K=`5//&CE:Z9S-$(\Q'45%",16569895000110,1,134200,CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE,1
"DT6WY\W,(/>I>5GJH.MJX-",15695879000100,1,4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,46
"P[CR#B6K[[^Y!7?:]@,O/&",00911177000140,1,8550301,"ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES",85
"LUMQ7T0&B_?D,PX11%IH$,",05086844000200,1,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",47
"D(*$`C,6)PU<H26VS7IP0-",08371993000110,1,7319002,CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES,73
"C@2XQ,>8P:58X*@MA68;%%",00785319000170,1,5611202,COMERCIO VAREJISTA DE BEBIDAS,56
"C?:HH;G68-)#`Q,TM:&&6*",12582507000180,1,4322302,"INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO",43
"N$;,S"":=&#ZY@Q-*,9V\]+",02947154000110,1,4693100,"COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS",46
LE#W6MUWWZS%V4-S@+;&-/,16617814000100,1,4399103,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,43
FEZAV$LW=GT-+LD87A>RJ/,92316199000180,1,5611201,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",56
"O&%W?U+G/'68_UP`G42JB+",08287486000100,1,6810201,COMPRA E VENDA DE IMOVEIS PROPRIOS,68
LCB>Y)YY1D`!!THXB_@`%&,62948658001310,1,2542000,FABRICACAO DE OUTROS PRODUTOS DE MINERAIS NAOMETALICOS NAO ESPECIFICADOS ANTERIORMENTE,25
CXTJ)^1^\_0:^HL$II4C4),12512031000100,1,5620102,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,56
M1T#4U@S+3._Q?=-\YSZ1#,73250144000170,1,4639701,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,46
"B[A=FWE2G%7[`U'+Y5H8@%",13216249000180,1,4781400,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",47
"GK%E'>(SZQCH4^Z5JR%#W,",12747741000110,1,5620101,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,56
N_`$8)$-@D=1K[Q15<AL5$,79793014000240,1,6463800,"OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS",64
"BDM,ZG<(VV-RK!HD1U<8\!",10141926000150,1,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
"DZFS1M\3;,U@"">[EPNRE#""",66926486000100,1,4642701,COMERCIO ATACADISTA DE CALCADOS,46
"NN*EK,]3=$H=YCLSJ^JK=+",11270533000100,1,4530703,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45
L8\5P+BNJZN:W86O)I*+]*,06816002000130,1,4759899,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
GXN<ZSRHV7#*P\7&E6FO&(,09468076000110,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA,96
"G1SMK3*(R3L./C=W59""SQ,",01449275000170,1,6311900,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,63
"FI*+(Z26""F^7/@K)GH*#X,",01275299000150,1,4781400,COMERCIO VAREJISTA DE CALCADOS,47
"IO*!Z&>-YPJ<XH4+I,[D@)",11699277000170,1,6120502,OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE,61
OGI[=I7<`;.?D<+OO2?TG+,08839817000160,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
"IST$K^1S?T,15L&P@Q/[9/",84875558000100,1,4723700,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
"N""R8>#]6X38XHDB<C@2KQ)",13038381000140,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
M$BEXI+;LU?`N*1_QG[<<(,11147479000100,1,4789001,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
"K""DKY_<9-A5SDF<X@?F2#+",13513391000190,1,4313400,"ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES",43
"IWV,F5>=)^J&LH9-1)2@B,",03340259000170,1,4618402,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE INSTRUMENTOS E MATERIAIS ODONTOMEDICOHOSPITALARES,46
"H$X<Q?9>#U""O#`9GP$!8,""",10220035000190,1,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"DUL!AN[`!'E0KME_S"":D2.",01227675000130,1,4651602,COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA,46
"EOV/CV;_""""EQQS""+G/?=;0",10969829000150,1,9313100,COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,93
"KT0J""#\3SFB#TW.R4<6/X/",12993042000150,1,1623400,OBRAS DE TERRAPLENAGEM,16
"E<GT+=4P""LJ!'@?$9U5\[""",05082644000190,1,4322302,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,43
"GBN]1P-GX[T87Y6?`,\^O)",08552941000140,1,119906,"CRIACAO DE BOVINOS, EXCETO PARA CORTE E LEITE",1
M$0/!I3D-`0\#CT/Q8-W4),13164866000180,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS,45
I<]B5:_#BZ]N9D6J</05M%,06745805000140,1,4784900,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,47
"K2^.E(*R\2:B5TG53>M>_,",03392122000240,1,6209100,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,62
"PLWWD,?[CQ\MG13VTO&7',",13129728000160,1,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
JWIQK\&W[`<F2`K@*XI]4*,05266563000140,1,7020400,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",70
"OS*ZUM#I-@B*GF""TRYKW,#",15412880000180,1,4721102,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
"D'RLQUAV4L2BOO''?9K`[,",00084332000100,1,4634602,COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS,46
"FA2T14)'.VX;O6$;?](6L'",13436436000170,1,5611202,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
M2YQ8DA8=+V1RO-3VYPN3-,01175115000180,1,8550302,EDUCACAO PROFISSIONAL DE NIVEL TECNICO,85
"OZ-C-)G?T6S!GJ8())3?T,",12737831000120,1,4712100,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
CF?:DK4<G+%*D<0/=>_M#&,14206183000100,1,4211102,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
"P1<IV?<=_RTB=)2A8E'/'*",15713150000110,1,7420004,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO,74
M^R]4M81FE]S<2%&@N*6H#,09526199000160,1,4744099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR",47
"M-Z#]:['V%Y!""KCJ4R1%`!",14769413000140,1,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
"H]?B87R(3`(+[XZ'`,+S4'",11771151000160,1,4744002,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
"NX3V\8P<N[;.M/*,AO(K?*",13519854000120,1,7719599,"LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR",77
OL)6A&MH@)4/B5PS87V8A!,13278947000100,1,4929901,OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE,49
"JJM745YQHZH[T%T-81F'=!",11605313000190,1,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,47
"O%%!T26>S8M+70"";_X<GF*",11732061000160,1,4782201,COMERCIO VAREJISTA DE CALCADOS,47
"JQ5HS#KT\.W()F,;W,^.V-",12807455000100,1,4757100,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47
"P#/Y+++1UX8E((RGY69K^,",09533173000220,1,151202,CRIACAO DE BOVINOS PARA LEITE,1
"AKF'HP""-9D4O.VE6>/EO%!",15420413000100,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
K:&AEW+4]BJ)0X=1U\.93#,15738984000180,1,4759801,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",47
K=E=[.6&FN.56WCJ!C5$.%,08027829000270,1,151202,CULTIVO DE CANADEACUCAR,1
"J/B@.19$F0:',O98J7?QX&",08185632000260,1,151201,CRIACAO DE BUFALINOS,1
H3K)Y7SO4_FMK=:V$1@ST$,08468731000330,1,134200,CULTIVO DE CAFE,1
EYA0CFR=:>74(-]R=!O4*(,14664423000110,1,4520006,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45
"E[Z_D8\LNQ&,];JUH>2=G0",10473828000110,1,4322301,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,43
B@0TM390_9^T.`NK;K]#50,15245976000100,1,4759899,COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47
"N2['L*D,AK_NQ_5J=THG+#",13036203000180,1,4753900,COMERCIO VAREJISTA DE MOVEIS,47
G`+9P4C`<Z*<&G2$Z.L=]#,11953749000170,1,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
"M&'XE86.0Y)Q*#=JS^=!M*",08502984000110,1,155501,CRIACAO DE PEIXES EM AGUA DOCE,1
OD3&1=-@SX4I(=N3I+AD^!,08576757000130,1,6190601,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,61
"DF\<2L>U-^_9]I/_(4*#R,",01035905000160,1,9319199,OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE,93
"B$QC$NJ^6&XS=&>&F""C#P0",08904910000100,1,5611203,EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS,56
"MJ'+1*/.\WYG0K6BF5KE..",11420540000140,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45
"K)8!`+FI$""M;%3Q,;9H*;*",05077968000130,1,4929999,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",49
"B`VYOL1%J\V97)3'LE0[/$",16947509000500,1,4729699,COMERCIO VAREJISTA DE LUBRIFICANTES,47
"K+-=/E!3I7IO#C<Y'DSIF/",07717696000110,1,4761003,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,47
"E`""9T-N:_F!@G'3NQ<(8H.",10658998000170,1,4743100,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47
LL?.OHDI8A^%=B)<<%C$3&,09501618000100,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47
"AV=-LR;D9=BOK7=6""R7<Z%",03866963000160,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
"K-@>3,L'Z7[][R@?!N#]&&",13228321000190,1,5612100,SERVICOS AMBULANTES DE ALIMENTACAO,56
IZ4N0++XDU)N<N;)_<<<\*,88617220000100,1,6810202,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,68
P7!P_RB<V=NQ]L=07^#4Z*,13029387000150,1,4520008,"SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES",45
"OMFU0!Q(P)3!A,?RFZ]=10",14036198000330,1,4759899,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",47
"HIL6U>][9TF""B$[4=""MFY!",14134007000100,1,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
"KZVA>@S.BGXZ%*J/#2VYJ""",27728351000170,1,4520003,"SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES",45
"JRO!V+M?\G>(%]B3%J7L*,",08471563000170,1,7319004,CONSULTORIA EM PUBLICIDADE,73
"OVIC\L9PSEGWY,VP110'(.",07127748000280,1,4771701,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,47
N*J+O+E8@:IL>S>S!*(0%(,10158853000100,1,4330499,ATIVIDADES DE CONSULTORIA E AUDITORIA CONTABIL E TRIBUTARIA,43
