chave_fato,cod_ordem,cod_ramo,desc_ramo,chave_cnae
14428313000150,1,4639701,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,46
9160576000190,1,4782202,COMERCIO VAREJISTA DE CALCADOS,47
16871715000150,1,1412603,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,14
8480005000170,1,0133404,"CULTIVO DE CITRICOS, EXCETO LARANJA",01
16456706000100,1,4771703,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
66970229014540,1,6120599,SERVICOS DE TELECOMUNICACOES SEM FIO NAO ESPECIFICADOS ANTERIORMENTE,61
8282214000100,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
429070000160,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
11986235000110,1,4755502,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,47
14872825000100,1,4783101,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
16884127000150,1,4712100,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
72485899000190,1,4761001,"COMERCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICACOES",47
63759708000140,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
15047751000130,1,4930203,TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS,49
3315943000100,1,4754701,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,47
9653608000270,1,4783102,COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,47
12806116000100,1,6463800,"OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS",64
62466198000150,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
7941499000180,1,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,95
15566333000150,1,4399103,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL,43
16959495000110,1,4773300,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
97544764000180,1,2330399,"FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES",23
6312074000220,1,4511104,COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS,45
97538285000150,1,1093701,FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES,10
13494858000100,1,8020001,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,80
13468072000100,1,4781400,COMERCIO VAREJISTA DE LIVROS,47
14610419000170,1,4755503,COMERCIO VAREJISTA DE CALCADOS,47
13615564000180,1,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
3147060000200,1,7911200,LOCACAO DE AUTOMOVEIS SEM CONDUTOR,79
11928429000160,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
8087933000170,1,4729699,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
16620168000130,1,4789004,COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS,47
3940651000150,1,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,95
622164000150,1,4649499,COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS,46
3084424000170,1,4673700,COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,46
10929372000150,1,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
10348127000150,1,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
9434177000170,1,4322302,INSTALACAO E MANUTENCAO ELETRICA,43
5160175000180,1,4520003,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45
11508613000150,1,4721103,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
15100701000170,1,2222600,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,22
8585554000100,1,4512901,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
4187306000150,1,4222701,"CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO",42
5771393000150,1,5811500,EDICAO DE JORNAIS DIARIOS,58
25734880000150,1,7490104,"ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS",74
10796898000100,1,8640207,"SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE, EXCETO RESSONANCIA MAGNETICA",86
5340569000110,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
13348476000160,1,5912099,"EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS",59
10894488000100,1,4211101,CONSTRUCAO DE EDIFICIOS,42
9144088000190,1,4729699,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
10361489000180,1,0151201,CULTIVO DE MILHO,01
10829830000180,1,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,82
68219237000100,1,5911199,PRODUCAO DE FILMES PARA PUBLICIDADE,59
8679745000130,1,8640207,"SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE, EXCETO RESSONANCIA MAGNETICA",86
8080057000150,1,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45
15486741000100,1,4755501,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
11836107000190,1,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
7416849000270,1,7500100,COMERCIO ATACADISTA DE ANIMAIS VIVOS,75
20811410000120,1,4732600,COMERCIO VAREJISTA DE LUBRIFICANTES,47
5246125000110,1,4644301,"COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS",46
60199957000300,1,3321000,INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS,33
8390941000190,1,0133499,CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE,01
3365596000200,1,4663000,"COMERCIO ATACADISTA DE MAQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERACAO E CONSTRUCAO, PARTES E PECAS",46
8484229000150,1,4313400,OBRAS DE TERRAPLENAGEM,43
1358044000150,1,4782201,COMERCIO VAREJISTA DE CALCADOS,47
7689147000180,1,4744099,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,47
10553201000170,1,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
12655945000120,1,5812301,EDICAO DE JORNAIS DIARIOS,58
83838037000110,1,3314701,MANUTENCAO E REPARACAO DE COMPRESSORES,33
11931767000150,1,4756300,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",47
15740744000110,1,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
41566068000110,1,4723700,COMERCIO VAREJISTA DE BEBIDAS,47
8212614000220,1,0119905,CULTIVO DE MILHO,01
17435595000100,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
12872515000160,1,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82
10456773000130,1,4751200,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
12525155000120,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
8956469000100,1,8640202,LABORATORIOS CLINICOS,86
14929547000180,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,47
10947840000110,1,8211300,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,82
10524113000140,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
15268650000190,1,5320201,SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL,53
9538924000110,1,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
1032404000120,1,0142300,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,01
9265932000130,1,4744001,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,47
15286027000160,1,4543900,MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS,45
5052007000170,1,4744005,COMERCIO VAREJISTA DE MATERIAL ELETRICO,47
7908773000110,1,1413402,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",14
14793099000130,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
13362420000160,1,4322301,INSTALACAO E MANUTENCAO ELETRICA,43
14581893000110,1,3314702,"INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS",33
11589148000120,1,4751200,COMERCIO VAREJISTA DE MATERIAL ELETRICO,47
13638289000110,1,4520002,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45
10508938000170,1,4530703,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,45
13578238000140,1,4930202,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
11654642000120,1,4759899,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM",47
13420326000110,1,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
13115671000140,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
12798494000180,1,4520007,SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES,45
3610002000190,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
8439102000110,1,9491000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS,94
17030003000170,1,2219600,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",22
4306830000100,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
12242314000180,1,4781400,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",47
1591766000150,1,4679699,COMERCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,46
13020054000160,1,5611202,RESTAURANTES E SIMILARES,56
63864771001380,1,4784900,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",47
11718071000140,1,9602502,"CABELEIREIROS, MANICURE E PEDICURE",96
7929967000100,1,5812300,EDICAO DE JORNAIS,58
9150714000150,1,4530705,SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES,45
8688807000170,1,1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
8811109000110,1,0121101,CULTIVO DE CAFE,01
2282336000110,1,1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
13881066000180,1,5310502,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",53
5768947000160,1,4530703,COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR,45
34153585000100,1,8630502,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS,86
15508499000110,1,1822901,IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO,18
2109342000170,1,5250802,COMISSARIA DE DESPACHOS,52
3859840000100,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
15638636000130,1,4322301,INSTALACAO E MANUTENCAO ELETRICA,43
3518732006520,1,4512902,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
92665611029230,1,4772500,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",47
8046085000150,1,8411600,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",84
41122193000130,1,4713002,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,47
13872852000110,1,4321500,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO,43
11949009000160,1,4723700,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",47
16454736000170,1,5620102,SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE,56
13274767000150,1,7711000,SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA,77
12343576000130,1,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,47
11060000290,1,4623106,PRODUCAO DE SEMENTES CERTIFICADAS DE FORRAGEIRAS PARA FORMACAO DE PASTO,46
7694739000190,1,4399103,OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO,43
13070774000130,1,4721103,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
13732040000170,1,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
14557035000130,1,4754702,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47
12157088000210,1,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
12333017000140,1,9329803,"EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES",93
8277341000110,1,3103900,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,31
12124964000120,1,4782201,COMERCIO VAREJISTA DE CALCADOS,47
37619558000160,1,4732600,COMERCIO VAREJISTA DE LUBRIFICANTES,47
32677726000230,1,4639701,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,46
12732937000130,1,7319099,OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE,73
15639885000140,1,5920100,ATIVIDADES DE RADIO,59
10429216000120,1,4511102,"COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS",45
8864403000190,1,4755502,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
482672000180,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
22833628000100,1,4789099,COMERCIO VAREJISTA DE VIDROS,47
13254187000100,1,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
97544008000150,1,7319002,PROMOCAO DE VENDAS,73
9449347000190,1,7020400,"ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA",70
15819755000190,1,1749400,FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE,17
15485435000140,1,5811500,COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM,58
2177437000120,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
8994459000160,1,0115600,CULTIVO DE CAFE,01
4996913000160,1,1540800,"FABRICACAO DE PARTES PARA CALCADOS, DE QUALQUER MATERIAL",15
8554124000120,1,0111399,CULTIVO DE MANDIOCA,01
5924015000160,1,1413402,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,14
12570229000140,1,4763601,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
4583600000180,1,4669999,COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,46
8310441000100,1,4321500,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,43
13324075000170,1,3313999,"MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",33
7864421000100,1,8599699,OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE,85
12886421000140,1,6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62
8903729000180,1,4724500,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
86476314000180,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
4376815000120,1,8129000,LIMPEZA EM PREDIOS E EM DOMICILIOS,81
91986125000600,1,9430800,ATIVIDADES DE ASSISTENCIA SOCIAL PRESTADAS EM RESIDENCIAS COLETIVAS E PARTICULARES NAO ESPECIFICADAS ANTERIORMENTE,94
7694717000120,1,4723700,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
11314863000150,1,6810201,GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA,68
6201468000120,1,4391600,OBRAS DE FUNDACOES,43
74648007000150,1,2949299,"SERVICOS DE USINAGEM, TORNEARIA E SOLDA",29
12913655000130,1,4929901,"TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL",49
8872740000120,1,5611203,RESTAURANTES E SIMILARES,56
4523737000140,1,4754701,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47
5563545000120,1,8630502,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS,86
15626763000110,1,4754701,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,47
2876959000110,1,9511800,REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95
10260823000100,1,4120400,CONSTRUCAO DE EDIFICIOS,41
12785532000160,1,8599604,"CABELEIREIROS, MANICURE E PEDICURE",85
4179024000100,1,4711301,FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA,47
8719327000120,1,0151202,CRIACAO DE BOVINOS PARA LEITE,01
9151996000100,1,4721103,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",47
12186481000150,1,9529105,REPARACAO DE ARTIGOS DO MOBILIARIO,95
26222331000160,1,4299501,CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS,42
22822340000130,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
40386930000220,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
12713336000180,1,4723700,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
3105909000100,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
8248936000300,1,0134200,CULTIVO DE CAFE,01
8384139000350,1,0115600,CULTIVO DE SOJA,01
15250150000120,1,6821802,CORRETAGEM NO ALUGUEL DE IMOVEIS,68
6089777000150,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES,45
13555320000150,1,0151201,CULTIVO DE MILHO,01
1916658000100,1,4291000,"OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS",42
15754683000140,1,7319002,PROMOCAO DE VENDAS,73
90053265000140,1,4784900,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",47
13052174000140,1,4721103,COMERCIO VAREJISTA DE LATICINIOS E FRIOS,47
10526712000100,1,7732201,"LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR",77
16629310000100,1,4755501,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",47
14290408000150,1,4789001,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE,47
6860073000130,1,8650005,ATIVIDADES DE TERAPIA OCUPACIONAL,86
13977636000130,1,9499500,ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94
14288604000190,1,7420001,ATIVIDADES PAISAGISTICAS,74
13693367000180,1,4399103,OBRAS DE ALVENARIA,43
10794968000190,1,4742300,INSTALACAO E MANUTENCAO ELETRICA,47
12510182000120,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,47
11647269000180,1,9602501,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",96
11956402000180,1,4744002,COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS,47
12107948000120,1,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",14
15306953000150,1,8640205,"SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA",86
15025041000100,1,6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62
14799040000150,1,4723700,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",47
14387579000100,1,8592903,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES,85
13741501000170,1,3313901,"FABRICACAO DE GERADORES DE CORRENTE CONTINUA E ALTERNADA, PECAS E ACESSORIOS",33
2679078000100,1,4520002,SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES,45
64703804000130,1,1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",14
13974718000120,1,4330404,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,43
14030430000160,1,4763603,"COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS",47
7679132000130,1,4785799,"MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE",47
354496000100,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
7555119000170,1,2829199,"FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS",28
13961673000150,1,4789001,FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES,47
7560446000110,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
14054371000160,1,5612100,SERVICOS AMBULANTES DE ALIMENTACAO,56
3671287000170,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
5643501000100,1,4520002,SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES,45
3512198000180,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
3499549000160,1,9493600,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,94
5752918000100,1,7731400,"ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES",77
3839588000160,1,7410299,ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE,74
14720879000150,1,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,47
7583618000170,1,8550301,"ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES",85
5937036000110,1,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL",49
15529458000100,1,6190699,OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE,61
13993583000140,1,9329899,OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE,93
11730968000190,1,1813099,IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO,18
310004000680,1,8299799,OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,82
2932074004340,1,1742702,FABRICACAO DE FRALDAS DESCARTAVEIS,17
9147946000150,1,5611202,RESTAURANTES E SIMILARES,56
11958735000220,1,5611203,RESTAURANTES E SIMILARES,56
9513866000170,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
14457443000110,1,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES,45
16403171000100,1,5611202,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",56
16439644000110,1,4330499,OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE,43
15404076000150,1,8111700,"SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",81
11576813000140,1,0151201,CULTIVO DE MILHO,01
16481515000190,1,4774100,COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA,47
