sk_tempo,data,mes,ano
07/06/2008,07/06/2008,jun,2008
07/12/2008,07/12/2008,dez,2008
4/25/2001,4/25/2001,,
05/04/1999,05/04/1999,abr,1999
5/23/2003,5/23/2003,,
1/31/2005,1/31/2005,,
8/17/2001,8/17/2001,,
3/27/1995,3/27/1995,,
07/09/2008,07/09/2008,set,2008
4/29/1992,4/29/1992,,
10/30/1990,10/30/1990,,
12/19/1991,12/19/1991,,
08/07/1986,08/07/1986,jul,1986
03/04/1983,03/04/1983,abr,1983
08/09/1991,08/09/1991,set,1991
06/02/1986,06/02/1986,fev,1986
03/07/1980,03/07/1980,jul,1980
9/24/1975,9/24/1975,,
2/27/1989,2/27/1989,,
6/13/1989,6/13/1989,,
8/22/1989,8/22/1989,,
10/14/1976,10/14/1976,,
09/02/1988,09/02/1988,fev,1988
12/04/1989,12/04/1989,abr,1989
01/04/1991,01/04/1991,abr,1991
09/06/1983,09/06/1983,jun,1983
5/28/1974,5/28/1974,,
9/23/1981,9/23/1981,,
12/18/1981,12/18/1981,,
9/22/1986,9/22/1986,,
4/20/1993,4/20/1993,,
7/22/1982,7/22/1982,,
08/08/1987,08/08/1987,ago,1987
1/19/1977,1/19/1977,,
8/27/1992,8/27/1992,,
09/01/1994,09/01/1994,jan,1994
8/18/1994,8/18/1994,,
08/08/1978,08/08/1978,ago,1978
12/17/1984,12/17/1984,,
06/09/2011,06/09/2011,set,2011
12/13/1995,12/13/1995,,
11/21/2011,11/21/2011,,
11/21/2011,11/21/2011,,
7/15/2010,7/15/2010,,
8/20/1975,8/20/1975,,
09/08/2004,09/08/2004,ago,2004
5/23/2012,5/23/2012,,
4/20/2012,4/20/2012,,
08/01/2008,08/01/2008,jan,2008
07/12/2010,07/12/2010,dez,2010
10/13/1983,10/13/1983,,
7/30/2012,7/30/2012,,
10/28/2008,10/28/2008,,
09/11/2008,09/11/2008,nov,2008
3/30/2005,3/30/2005,,
5/22/2012,5/22/2012,,
1/17/2012,1/17/2012,,
01/08/2010,01/08/2010,ago,2010
09/11/2008,09/11/2008,nov,2008
6/14/2010,6/14/2010,,
2/24/2010,2/24/2010,,
08/10/2010,08/10/2010,out,2010
11/06/2008,11/06/2008,jun,2008
3/14/2011,3/14/2011,,
3/30/2009,3/30/2009,,
2/13/2009,2/13/2009,,
08/02/2012,08/02/2012,fev,2012
6/16/2006,6/16/2006,,
03/06/2009,03/06/2009,jun,2009
6/21/2010,6/21/2010,,
08/01/2006,08/01/2006,jan,2006
10/19/2005,10/19/2005,,
8/29/1979,8/29/1979,,
3/23/2012,3/23/2012,,
09/11/1987,09/11/1987,nov,1987
8/27/1990,8/27/1990,,
06/04/2007,06/04/2007,abr,2007
11/23/2011,11/23/2011,,
12/10/2004,12/10/2004,out,2004
8/31/2010,8/31/2010,,
06/02/2009,06/02/2009,fev,2009
3/27/1996,3/27/1996,,
11/12/1986,11/12/1986,dez,1986
6/13/2012,6/13/2012,,
12/14/1979,12/14/1979,,
03/06/1981,03/06/1981,jun,1981
06/04/1987,06/04/1987,abr,1987
9/24/1985,9/24/1985,,
7/21/2011,7/21/2011,,
10/10/1991,10/10/1991,out,1991
4/25/2012,4/25/2012,,
1/15/1980,1/15/1980,,
10/24/1996,10/24/1996,,
3/27/2012,3/27/2012,,
4/29/2011,4/29/2011,,
3/15/2011,3/15/2011,,
09/03/2001,09/03/2001,mar,2001
02/10/2011,02/10/2011,out,2011
08/05/2010,08/05/2010,mai,2010
9/22/1988,9/22/1988,,
10/31/2011,10/31/2011,,
11/20/2007,11/20/2007,,
2/23/2005,2/23/2005,,
01/10/2006,01/10/2006,out,2006
03/09/2005,03/09/2005,set,2005
8/30/2006,8/30/2006,,
3/25/2006,3/25/2006,,
09/03/1996,09/03/1996,mar,1996
5/29/2007,5/29/2007,,
12/07/2006,12/07/2006,jul,2006
4/13/1999,4/13/1999,,
8/17/2011,8/17/2011,,
6/16/1999,6/16/1999,,
03/05/2007,03/05/2007,mai,2007
9/27/2005,9/27/2005,,
09/03/1997,09/03/1997,mar,1997
7/21/2005,7/21/2005,,
10/17/2011,10/17/2011,,
07/09/2008,07/09/2008,set,2008
6/29/1981,6/29/1981,,
6/22/1988,6/22/1988,,
08/07/1980,08/07/1980,jul,1980
3/23/1982,3/23/1982,,
3/18/1977,3/18/1977,,
6/26/1990,6/26/1990,,
3/19/1993,3/19/1993,,
6/19/1981,6/19/1981,,
4/22/1994,4/22/1994,,
11/14/1985,11/14/1985,,
4/24/1980,4/24/1980,,
10/31/1990,10/31/1990,,
10/07/1986,10/07/1986,jul,1986
04/03/1990,04/03/1990,mar,1990
5/28/1980,5/28/1980,,
10/14/1981,10/14/1981,,
09/09/1966,09/09/1966,set,1966
3/31/1981,3/31/1981,,
09/04/1975,09/04/1975,abr,1975
12/13/1988,12/13/1988,,
10/12/1988,10/12/1988,dez,1988
11/07/1986,11/07/1986,jul,1986
11/05/1982,11/05/1982,mai,1982
2/28/1989,2/28/1989,,
8/21/1990,8/21/1990,,
06/01/1989,06/01/1989,jan,1989
05/04/1976,05/04/1976,abr,1976
9/22/1988,9/22/1988,,
4/16/1991,4/16/1991,,
9/28/1984,9/28/1984,,
07/02/1991,07/02/1991,fev,1991
2/22/1978,2/22/1978,,
6/14/1985,6/14/1985,,
7/16/1991,7/16/1991,,
9/13/1982,9/13/1982,,
8/15/1984,8/15/1984,,
5/21/1991,5/21/1991,,
11/12/1993,11/12/1993,dez,1993
9/25/1979,9/25/1979,,
01/07/1994,01/07/1994,jul,1994
9/26/1996,9/26/1996,,
08/09/1993,08/09/1993,set,1993
02/08/1993,02/08/1993,ago,1993
9/27/1990,9/27/1990,,
12/29/1992,12/29/1992,,
05/06/1992,05/06/1992,jun,1992
7/31/1990,7/31/1990,,
03/09/1994,03/09/1994,set,1994
4/22/1987,4/22/1987,,
5/23/1990,5/23/1990,,
05/06/1993,05/06/1993,jun,1993
10/14/1980,10/14/1980,,
5/30/1989,5/30/1989,,
10/16/1989,10/16/1989,,
4/14/1977,4/14/1977,,
07/11/1991,07/11/1991,nov,1991
4/27/1989,4/27/1989,,
07/08/2008,07/08/2008,ago,2008
11/20/1992,11/20/1992,,
3/14/1978,3/14/1978,,
12/01/1997,12/01/1997,jan,1997
11/04/1987,11/04/1987,abr,1987
11/16/1983,11/16/1983,,
11/03/1971,11/03/1971,mar,1971
10/27/2000,10/27/2000,,
7/15/2008,7/15/2008,,
07/05/2012,07/05/2012,mai,2012
7/20/2011,7/20/2011,,
02/03/2005,02/03/2005,mar,2005
02/12/2003,02/12/2003,dez,2003
07/04/1995,07/04/1995,abr,1995
07/04/2012,07/04/2012,abr,2012
07/05/2012,07/05/2012,mai,2012
2/21/1995,2/21/1995,,
10/08/2012,10/08/2012,ago,2012
09/10/2012,09/10/2012,out,2012
02/01/2011,02/01/2011,jan,2011
09/10/1996,09/10/1996,out,1996
01/05/2011,01/05/2011,mai,2011
12/27/2005,12/27/2005,,
06/07/2010,06/07/2010,jul,2010
07/04/2012,07/04/2012,abr,2012
12/06/2010,12/06/2010,jun,2010
4/18/2012,4/18/2012,,
04/11/2012,04/11/2012,nov,2012
4/13/2012,4/13/2012,,
5/14/2012,5/14/2012,,
04/11/2012,04/11/2012,nov,2012
6/28/2012,6/28/2012,,
07/05/2012,07/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
06/01/2011,06/01/2011,jan,2011
07/03/2012,07/03/2012,mar,2012
11/08/2011,11/08/2011,ago,2011
6/28/2011,6/28/2011,,
01/11/2010,01/11/2010,nov,2010
03/07/2012,03/07/2012,jul,2012
7/28/1982,7/28/1982,,
8/22/1996,8/22/1996,,
10/23/1995,10/23/1995,,
07/10/1997,07/10/1997,out,1997
06/06/2011,06/06/2011,jun,2011
7/27/1999,7/27/1999,,
06/05/2009,06/05/2009,mai,2009
06/05/2012,06/05/2012,mai,2012
07/05/2012,07/05/2012,mai,2012
01/06/2012,01/06/2012,jun,2012
5/20/1996,5/20/1996,,
03/07/1991,03/07/1991,jul,1991
10/25/2007,10/25/2007,,
2/24/1999,2/24/1999,,
7/30/2001,7/30/2001,,
2/16/1995,2/16/1995,,
01/10/2012,01/10/2012,out,2012
6/29/2011,6/29/2011,,
10/14/2004,10/14/2004,,
07/12/2012,07/12/2012,dez,2012
9/18/2006,9/18/2006,,
05/07/2009,05/07/2009,jul,2009
09/12/2006,09/12/2006,dez,2006
11/26/1997,11/26/1997,,
12/27/2004,12/27/2004,,
09/02/2005,09/02/2005,fev,2005
2/15/2012,2/15/2012,,
8/27/1991,8/27/1991,,
06/09/2009,06/09/2009,set,2009
11/06/2001,11/06/2001,jun,2001
9/25/1991,9/25/1991,,
01/12/2012,01/12/2012,dez,2012
3/17/2009,3/17/2009,,
11/10/2008,11/10/2008,out,2008
7/19/2012,7/19/2012,,
8/16/2011,8/16/2011,,
06/03/1988,06/03/1988,mar,1988
08/08/2011,08/08/2011,ago,2011
3/16/2012,3/16/2012,,
9/27/2005,9/27/2005,,
12/13/2011,12/13/2011,,
08/10/2011,08/10/2011,out,2011
6/18/2009,6/18/2009,,
04/08/2002,04/08/2002,ago,2002
8/21/1998,8/21/1998,,
03/02/2009,03/02/2009,fev,2009
12/10/2009,12/10/2009,out,2009
4/16/2001,4/16/2001,,
10/24/2006,10/24/2006,,
1/31/2012,1/31/2012,,
2/16/2009,2/16/2009,,
10/05/2012,10/05/2012,mai,2012
10/04/2012,10/04/2012,abr,2012
9/14/1994,9/14/1994,,
09/05/1994,09/05/1994,mai,1994
7/13/2004,7/13/2004,,
3/20/2003,3/20/2003,,
6/29/1995,6/29/1995,,
3/31/1995,3/31/1995,,
7/13/2011,7/13/2011,,
01/07/2011,01/07/2011,jul,2011
12/27/2004,12/27/2004,,
06/03/1998,06/03/1998,mar,1998
01/11/2000,01/11/2000,nov,2000
06/01/2010,06/01/2010,jan,2010
12/16/1999,12/16/1999,,
08/01/2012,08/01/2012,jan,2012
05/04/2012,05/04/2012,abr,2012
5/18/2004,5/18/2004,,
6/28/2012,6/28/2012,,
6/28/2012,6/28/2012,,
04/09/2012,04/09/2012,set,2012
06/12/1996,06/12/1996,dez,1996
4/24/1997,4/24/1997,,
09/12/2008,09/12/2008,dez,2008
01/05/2012,01/05/2012,mai,2012
4/17/2002,4/17/2002,,
12/15/1987,12/15/1987,,
12/02/2010,12/02/2010,fev,2010
12/15/1994,12/15/1994,,
03/01/1999,03/01/1999,jan,1999
09/09/1985,09/09/1985,set,1985
05/09/1986,05/09/1986,set,1986
7/27/2001,7/27/2001,,
07/03/2000,07/03/2000,mar,2000
10/30/2007,10/30/2007,,
6/19/2000,6/19/2000,,
5/31/2010,5/31/2010,,
05/08/2008,05/08/2008,ago,2008
11/03/1997,11/03/1997,mar,1997
9/23/2009,9/23/2009,,
04/08/1988,04/08/1988,ago,1988
9/22/2003,9/22/2003,,
1/17/2001,1/17/2001,,
05/07/2012,05/07/2012,jul,2012
5/20/2003,5/20/2003,,
04/03/2007,04/03/2007,mar,2007
01/08/2004,01/08/2004,ago,2004
8/27/2008,8/27/2008,,
11/06/2007,11/06/2007,jun,2007
02/01/2000,02/01/2000,jan,2000
3/22/2001,3/22/2001,,
8/29/2003,8/29/2003,,
9/29/2000,9/29/2000,,
4/17/1979,4/17/1979,,
8/19/2010,8/19/2010,,
04/02/2003,04/02/2003,fev,2003
10/11/1999,10/11/1999,nov,1999
1/30/2009,1/30/2009,,
4/26/2010,4/26/2010,,
01/11/1985,01/11/1985,nov,1985
03/08/1996,03/08/1996,ago,1996
11/01/1997,11/01/1997,jan,1997
04/05/2000,04/05/2000,mai,2000
6/16/2010,6/16/2010,,
11/07/1969,11/07/1969,jul,1969
02/07/1991,02/07/1991,jul,1991
9/19/2005,9/19/2005,,
6/27/2007,6/27/2007,,
3/15/2011,3/15/2011,,
12/11/1996,12/11/1996,nov,1996
8/30/2011,8/30/2011,,
8/26/1991,8/26/1991,,
7/23/2012,7/23/2012,,
09/01/2000,09/01/2000,jan,2000
12/09/2011,12/09/2011,set,2011
05/12/2009,05/12/2009,dez,2009
8/30/2006,8/30/2006,,
9/16/2005,9/16/2005,,
9/14/2006,9/14/2006,,
03/08/2010,03/08/2010,ago,2010
06/12/1992,06/12/1992,dez,1992
3/28/2006,3/28/2006,,
12/27/1999,12/27/1999,,
10/31/1977,10/31/1977,,
08/08/1984,08/08/1984,ago,1984
6/13/1991,6/13/1991,,
04/01/1997,04/01/1997,jan,1997
12/04/2007,12/04/2007,abr,2007
5/28/1990,5/28/1990,,
05/06/1997,05/06/1997,jun,1997
11/22/2011,11/22/2011,,
12/16/2011,12/16/2011,,
11/10/2011,11/10/2011,out,2011
11/21/1995,11/21/1995,,
10/22/1993,10/22/1993,,
5/23/2000,5/23/2000,,
1/18/2010,1/18/2010,,
5/18/2012,5/18/2012,,
3/22/2010,3/22/2010,,
2/14/2011,2/14/2011,,
06/10/2009,06/10/2009,out,2009
12/06/2011,12/06/2011,jun,2011
7/18/2012,7/18/2012,,
10/19/2010,10/19/2010,,
9/24/2010,9/24/2010,,
8/27/2010,8/27/2010,,
6/17/2010,6/17/2010,,
1/27/2009,1/27/2009,,
8/26/2008,8/26/2008,,
03/09/2010,03/09/2010,set,2010
02/08/2011,02/08/2011,ago,2011
3/15/2010,3/15/2010,,
6/13/2012,6/13/2012,,
3/14/2012,3/14/2012,,
4/25/2012,4/25/2012,,
03/10/2008,03/10/2008,out,2008
01/03/2012,01/03/2012,mar,2012
09/09/2011,09/09/2011,set,2011
09/02/2010,09/02/2010,fev,2010
3/21/2012,3/21/2012,,
11/22/2008,11/22/2008,,
11/23/2006,11/23/2006,,
8/16/2010,8/16/2010,,
01/07/2002,01/07/2002,jul,2002
3/26/2012,3/26/2012,,
8/30/2005,8/30/2005,,
5/19/1989,5/19/1989,,
09/02/2009,09/02/2009,fev,2009
1/16/2002,1/16/2002,,
8/17/2009,8/17/2009,,
7/14/2006,7/14/2006,,
01/10/1994,01/10/1994,out,1994
04/08/1997,04/08/1997,ago,1997
02/07/1991,02/07/1991,jul,1991
5/20/2005,5/20/2005,,
6/23/2010,6/23/2010,,
7/31/2012,7/31/2012,,
03/10/2004,03/10/2004,out,2004
10/25/2007,10/25/2007,,
9/26/2007,9/26/2007,,
11/29/2006,11/29/2006,,
12/07/2009,12/07/2009,jul,2009
1/23/2007,1/23/2007,,
03/02/2006,03/02/2006,fev,2006
7/17/2007,7/17/2007,,
10/16/2006,10/16/2006,,
10/11/2006,10/11/2006,nov,2006
1/24/2005,1/24/2005,,
11/17/2005,11/17/2005,,
8/14/2012,8/14/2012,,
04/08/2008,04/08/2008,ago,2008
1/29/2009,1/29/2009,,
12/30/2008,12/30/2008,,
11/11/2011,11/11/2011,nov,2011
9/29/2011,9/29/2011,,
02/07/2012,02/07/2012,jul,2012
04/03/2012,04/03/2012,mar,2012
5/29/1992,5/29/1992,,
06/04/2012,06/04/2012,abr,2012
03/08/1989,03/08/1989,ago,1989
6/13/1989,6/13/1989,,
12/19/1966,12/19/1966,,
05/07/1990,05/07/1990,jul,1990
03/02/1989,03/02/1989,fev,1989
09/02/1983,09/02/1983,fev,1983
9/23/2009,9/23/2009,,
07/04/2008,07/04/2008,abr,2008
7/15/2008,7/15/2008,,
8/18/1986,8/18/1986,,
07/04/2008,07/04/2008,abr,2008
07/02/2008,07/02/2008,fev,2008
12/21/2009,12/21/2009,,
07/05/2010,07/05/2010,mai,2010
03/01/1992,03/01/1992,jan,1992
8/19/1999,8/19/1999,,
09/06/2006,09/06/2006,jun,2006
05/05/2004,05/05/2004,mai,2004
8/29/2006,8/29/2006,,
12/11/2008,12/11/2008,nov,2008
3/29/2010,3/29/2010,,
5/29/1991,5/29/1991,,
5/28/2012,5/28/2012,,
3/15/2010,3/15/2010,,
12/01/1994,12/01/1994,jan,1994
04/06/2011,04/06/2011,jun,2011
10/05/2011,10/05/2011,mai,2011
9/28/2012,9/28/2012,,
1/21/2005,1/21/2005,,
06/07/2011,06/07/2011,jul,2011
12/17/1996,12/17/1996,,
02/05/2010,02/05/2010,mai,2010
12/04/2009,12/04/2009,abr,2009
02/01/2010,02/01/2010,jan,2010
5/14/2012,5/14/2012,,
06/10/2011,06/10/2011,out,2011
07/05/2012,07/05/2012,mai,2012
6/17/2011,6/17/2011,,
5/17/2011,5/17/2011,,
6/30/2011,6/30/2011,,
05/06/2011,05/06/2011,jun,2011
07/01/2011,07/01/2011,jan,2011
12/13/2004,12/13/2004,,
4/14/1997,4/14/1997,,
04/12/1994,04/12/1994,dez,1994
12/12/1996,12/12/1996,dez,1996
10/10/1994,10/10/1994,out,1994
9/14/2012,9/14/2012,,
8/15/1988,8/15/1988,,
07/05/2012,07/05/2012,mai,2012
6/22/2004,6/22/2004,,
8/28/2000,8/28/2000,,
03/12/2012,03/12/2012,dez,2012
7/25/2008,7/25/2008,,
6/13/2011,6/13/2011,,
6/22/2012,6/22/2012,,
11/03/2003,11/03/2003,mar,2003
5/31/2006,5/31/2006,,
10/19/2001,10/19/2001,,
2/23/2010,2/23/2010,,
03/04/2011,03/04/2011,abr,2011
04/05/2012,04/05/2012,mai,2012
02/09/1981,02/09/1981,set,1981
11/20/2010,11/20/2010,,
7/15/2012,7/15/2012,,
10/22/2003,10/22/2003,,
6/28/2010,6/28/2010,,
8/27/1997,8/27/1997,,
10/15/2011,10/15/2011,,
6/16/2004,6/16/2004,,
07/01/2010,07/01/2010,jan,2010
10/25/2011,10/25/2011,,
6/29/2006,6/29/2006,,
7/16/2012,7/16/2012,,
04/01/1977,04/01/1977,jan,1977
1/22/1997,1/22/1997,,
9/28/1985,9/28/1985,,
06/07/2011,06/07/2011,jul,2011
3/18/1999,3/18/1999,,
9/21/1989,9/21/1989,,
8/17/1987,8/17/1987,,
4/29/1983,4/29/1983,,
03/05/2009,03/05/2009,mai,2009
4/28/1975,4/28/1975,,
05/10/1991,05/10/1991,out,1991
9/26/1983,9/26/1983,,
1/24/2011,1/24/2011,,
11/12/2007,11/12/2007,dez,2007
03/09/2010,03/09/2010,set,2010
06/03/2009,06/03/2009,mar,2009
08/01/2011,08/01/2011,jan,2011
05/04/2012,05/04/2012,abr,2012
06/12/2012,06/12/2012,dez,2012
06/12/2012,06/12/2012,dez,2012
11/28/2000,11/28/2000,,
07/12/2010,07/12/2010,dez,2010
11/08/1993,11/08/1993,ago,1993
8/16/1995,8/16/1995,,
12/08/1995,12/08/1995,ago,1995
8/31/1995,8/31/1995,,
7/15/1994,7/15/1994,,
1/24/1995,1/24/1995,,
4/17/2007,4/17/2007,,
6/17/2004,6/17/2004,,
10/07/2002,10/07/2002,jul,2002
04/12/2002,04/12/2002,dez,2002
02/11/2010,02/11/2010,nov,2010
5/18/2006,5/18/2006,,
6/27/2012,6/27/2012,,
10/27/2010,10/27/2010,,
05/03/1999,05/03/1999,mar,1999
7/14/2010,7/14/2010,,
8/27/1997,8/27/1997,,
06/10/2010,06/10/2010,out,2010
12/03/1997,12/03/1997,mar,1997
5/29/1998,5/29/1998,,
07/01/1998,07/01/1998,jan,1998
6/30/1999,6/30/1999,,
05/04/2000,05/04/2000,abr,2000
05/03/2012,05/03/2012,mar,2012
11/04/2003,11/04/2003,abr,2003
10/18/1999,10/18/1999,,
7/13/2009,7/13/2009,,
08/11/2008,08/11/2008,nov,2008
4/19/2010,4/19/2010,,
6/18/2010,6/18/2010,,
07/06/2010,07/06/2010,jun,2010
12/03/2007,12/03/2007,mar,2007
05/10/2012,05/10/2012,out,2012
06/08/2012,06/08/2012,ago,2012
5/31/2012,5/31/2012,,
3/29/1988,3/29/1988,,
8/17/2004,8/17/2004,,
10/17/2007,10/17/2007,,
8/25/1986,8/25/1986,,
3/19/1996,3/19/1996,,
11/18/2010,11/18/2010,,
11/30/1998,11/30/1998,,
07/04/2008,07/04/2008,abr,2008
02/03/2005,02/03/2005,mar,2005
06/04/2007,06/04/2007,abr,2007
6/25/2007,6/25/2007,,
5/25/2005,5/25/2005,,
10/08/2010,10/08/2010,ago,2010
2/18/1988,2/18/1988,,
02/03/2011,02/03/2011,mar,2011
1/28/2010,1/28/2010,,
7/27/2004,7/27/2004,,
4/25/1977,4/25/1977,,
9/26/1990,9/26/1990,,
6/28/2006,6/28/2006,,
12/29/1980,12/29/1980,,
5/24/2007,5/24/2007,,
5/22/2001,5/22/2001,,
12/03/2010,12/03/2010,mar,2010
1/29/1993,1/29/1993,,
7/21/2000,7/21/2000,,
06/11/2002,06/11/2002,nov,2002
07/08/2010,07/08/2010,ago,2010
12/14/2011,12/14/2011,,
7/22/1971,7/22/1971,,
10/13/2000,10/13/2000,,
08/02/1990,08/02/1990,fev,1990
07/09/2008,07/09/2008,set,2008
4/19/1978,4/19/1978,,
10/02/1990,10/02/1990,fev,1990
03/12/2002,03/12/2002,dez,2002
6/17/1991,6/17/1991,,
9/15/2006,9/15/2006,,
03/01/1998,03/01/1998,jan,1998
02/04/1987,02/04/1987,abr,1987
11/10/1992,11/10/1992,out,1992
06/05/2009,06/05/2009,mai,2009
3/13/1991,3/13/1991,,
12/01/1994,12/01/1994,jan,1994
11/25/1976,11/25/1976,,
07/10/2008,07/10/2008,out,2008
09/09/1983,09/09/1983,set,1983
6/24/2002,6/24/2002,,
5/21/1987,5/21/1987,,
2/26/2010,2/26/2010,,
9/23/2010,9/23/2010,,
11/20/2011,11/20/2011,,
5/24/2012,5/24/2012,,
3/22/2011,3/22/2011,,
06/06/1988,06/06/1988,jun,1988
08/11/2009,08/11/2009,nov,2009
1/18/2005,1/18/2005,,
2/29/2008,2/29/2008,,
10/30/2003,10/30/2003,,
05/07/2010,05/07/2010,jul,2010
5/26/2011,5/26/2011,,
5/22/2012,5/22/2012,,
6/14/2012,6/14/2012,,
4/18/2011,4/18/2011,,
9/17/2010,9/17/2010,,
2/19/2010,2/19/2010,,
02/04/2010,02/04/2010,abr,2010
3/20/2012,3/20/2012,,
3/24/2012,3/24/2012,,
08/10/2009,08/10/2009,out,2009
5/13/2008,5/13/2008,,
3/21/2012,3/21/2012,,
11/09/2001,11/09/2001,set,2001
7/19/2000,7/19/2000,,
12/21/1992,12/21/1992,,
08/04/1997,08/04/1997,abr,1997
6/16/1999,6/16/1999,,
10/19/1982,10/19/1982,,
08/05/2009,08/05/2009,mai,2009
5/25/2012,5/25/2012,,
6/18/2012,6/18/2012,,
06/05/2001,06/05/2001,mai,2001
05/11/2004,05/11/2004,nov,2004
12/27/1993,12/27/1993,,
02/04/2005,02/04/2005,abr,2005
2/20/1981,2/20/1981,,
12/16/1987,12/16/1987,,
11/03/2000,11/03/2000,mar,2000
08/07/2008,08/07/2008,jul,2008
12/15/2000,12/15/2000,,
12/19/2007,12/19/2007,,
12/20/2006,12/20/2006,,
02/12/1993,02/12/1993,dez,1993
09/02/1991,09/02/1991,fev,1991
08/10/2009,08/10/2009,out,2009
9/14/2010,9/14/2010,,
08/08/2000,08/08/2000,ago,2000
6/27/2000,6/27/2000,,
8/23/1999,8/23/1999,,
7/14/2010,7/14/2010,,
09/11/2009,09/11/2009,nov,2009
5/13/1999,5/13/1999,,
12/07/1966,12/07/1966,jul,1966
05/04/2011,05/04/2011,abr,2011
3/28/2012,3/28/2012,,
08/11/2010,08/11/2010,nov,2010
08/03/2004,08/03/2004,mar,2004
03/07/2012,03/07/2012,jul,2012
11/28/2003,11/28/2003,,
05/02/2011,05/02/2011,fev,2011
5/14/2007,5/14/2007,,
03/02/2006,03/02/2006,fev,2006
08/09/2007,08/09/2007,set,2007
3/15/2010,3/15/2010,,
04/05/2006,04/05/2006,mai,2006
04/11/2006,04/11/2006,nov,2006
12/20/2007,12/20/2007,,
9/30/2005,9/30/2005,,
12/13/2007,12/13/2007,,
1/20/2006,1/20/2006,,
3/31/2006,3/31/2006,,
9/27/2011,9/27/2011,,
6/25/2002,6/25/2002,,
12/10/2002,12/10/2002,out,2002
08/01/1989,08/01/1989,jan,1989
6/25/2012,6/25/2012,,
10/22/1993,10/22/1993,,
02/10/2010,02/10/2010,out,2010
1/31/2011,1/31/2011,,
09/01/1992,09/01/1992,jan,1992
11/11/1974,11/11/1974,nov,1974
2/14/2011,2/14/2011,,
03/11/1986,03/11/1986,nov,1986
1/23/2007,1/23/2007,,
7/19/1996,7/19/1996,,
5/29/2012,5/29/2012,,
07/09/2008,07/09/2008,set,2008
02/04/1997,02/04/1997,abr,1997
9/30/1987,9/30/1987,,
3/26/2008,3/26/2008,,
8/25/1997,8/25/1997,,
9/20/2006,9/20/2006,,
03/12/2003,03/12/2003,dez,2003
08/03/1987,08/03/1987,mar,1987
10/16/2012,10/16/2012,,
4/24/1998,4/24/1998,,
10/01/2009,10/01/2009,jan,2009
03/05/2012,03/05/2012,mai,2012
12/31/1996,12/31/1996,,
07/06/2011,07/06/2011,jun,2011
8/19/2010,8/19/2010,,
4/28/2010,4/28/2010,,
02/10/2010,02/10/2010,out,2010
11/09/2010,11/09/2010,set,2010
08/02/1994,08/02/1994,fev,1994
08/01/2011,08/01/2011,jan,2011
07/06/2011,07/06/2011,jun,2011
07/05/2012,07/05/2012,mai,2012
7/22/2011,7/22/2011,,
08/01/1994,08/01/1994,jan,1994
10/27/1998,10/27/1998,,
02/11/1998,02/11/1998,nov,1998
03/01/2012,03/01/2012,jan,2012
8/23/2011,8/23/2011,,
06/09/1994,06/09/1994,set,1994
1/27/2010,1/27/2010,,
5/15/2012,5/15/2012,,
02/01/1994,02/01/1994,jan,1994
11/18/2011,11/18/2011,,
01/04/1983,01/04/1983,abr,1983
9/29/2011,9/29/2011,,
09/08/1998,09/08/1998,ago,1998
7/20/2011,7/20/2011,,
10/07/2009,10/07/2009,jul,2009
11/16/1992,11/16/1992,,
05/02/2001,05/02/2001,fev,2001
10/13/2011,10/13/2011,,
6/27/2011,6/27/2011,,
11/12/2004,11/12/2004,dez,2004
10/12/2011,10/12/2011,dez,2011
10/22/2011,10/22/2011,,
11/11/2010,11/11/2010,nov,2010
01/12/2012,01/12/2012,dez,2012
2/28/2003,2/28/2003,,
7/16/2012,7/16/2012,,
6/28/2007,6/28/2007,,
06/01/2009,06/01/2009,jan,2009
11/30/2009,11/30/2009,,
11/21/1991,11/21/1991,,
05/12/2011,05/12/2011,dez,2011
12/27/2006,12/27/2006,,
6/14/1972,6/14/1972,,
9/20/2012,9/20/2012,,
2/21/1996,2/21/1996,,
6/16/1998,6/16/1998,,
3/19/2002,3/19/2002,,
06/05/1996,06/05/1996,mai,1996
8/31/2010,8/31/2010,,
7/25/2012,7/25/2012,,
7/25/2012,7/25/2012,,
7/23/2012,7/23/2012,,
2/26/1987,2/26/1987,,
5/24/2012,5/24/2012,,
09/01/2008,09/01/2008,jan,2008
04/01/1995,04/01/1995,jan,1995
11/16/1995,11/16/1995,,
06/05/1995,06/05/1995,mai,1995
09/02/1981,09/02/1981,fev,1981
07/10/2006,07/10/2006,out,2006
11/06/2007,11/06/2007,jun,2007
10/13/2006,10/13/2006,,
6/16/1980,6/16/1980,,
12/07/1995,12/07/1995,jul,1995
4/23/1996,4/23/1996,,
5/24/1994,5/24/1994,,
08/01/1980,08/01/1980,jan,1980
2/22/1990,2/22/1990,,
6/23/1989,6/23/1989,,
12/15/1994,12/15/1994,,
09/01/1995,09/01/1995,jan,1995
03/11/2004,03/11/2004,nov,2004
08/06/2002,08/06/2002,jun,2002
05/08/2000,05/08/2000,ago,2000
7/15/2010,7/15/2010,,
9/24/2010,9/24/2010,,
01/03/1994,01/03/1994,mar,1994
1/20/1999,1/20/1999,,
3/22/2004,3/22/2004,,
4/28/1999,4/28/1999,,
8/14/2003,8/14/2003,,
08/01/2012,08/01/2012,jan,2012
10/28/1998,10/28/1998,,
12/11/1997,12/11/1997,nov,1997
12/03/1997,12/03/1997,mar,1997
5/13/1985,5/13/1985,,
